Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of protein localization to membrane (GO:1905477)	1/101	0.0778384605524974	0.11711474798724379	0	0	13.256	33.8441536611758	DLG1
mitotic sister chromatid segregation (GO:0000070)	1/102	0.07857993284130045	0.11715553623612068	0	0	13.124092409240925	33.38295223533899	PSRC1
positive regulation of protein serine/threonine kinase activity (GO:0071902)	1/106	0.08154023643974265	0.11939820335819458	0	0	12.6215873015873	31.638011389100345	PSRC1
chromosome organization (GO:0051276)	1/106	0.08154023643974265	0.11939820335819458	0	0	12.6215873015873	31.638011389100345	NUF2
protein-containing complex subunit organization (GO:0043933)	1/112	0.08596397841042223	0.12476188017087829	0	0	11.935735735735737	29.28822973194941	CD247
positive regulation of kinase activity (GO:0033674)	1/114	0.08743411467706119	0.12578241058805295	0	0	11.72330383480826	28.56816441905438	LMO4
positive regulation of epithelial cell proliferation (GO:0050679)	1/123	0.09402233771260546	0.13258984443352034	0	0	10.853551912568307	25.66021586626759	ARNT
cellular response to oxidative stress (GO:0034599)	1/125	0.09548031912089057	0.13258984443352034	0	0	10.67741935483871	25.079497734306166	ARNT
regulation of transcription, DNA-templated (GO:0006355)	4/2244	0.09592649042565717	0.13258984443352034	0	0	2.6404761904761904	6.189733271596278	PSRC1;NFYC;ARNT;ZNF148
negative regulation of cell growth (GO:0030308)	1/126	0.09620848468042024	0.13258984443352034	0	0	10.591466666666667	24.79714134276482	PSRC1
negative regulation of growth (GO:0045926)	1/126	0.09620848468042024	0.13258984443352034	0	0	10.591466666666667	24.79714134276482	PSRC1
microtubule cytoskeleton organization involved in mitosis (GO:1902850)	1/128	0.09766316743899163	0.13312143529719708	0	0	10.423622047244095	24.24775052402932	NUF2
muscle contraction (GO:0006936)	1/129	0.09838968540300891	0.13312143529719708	0	0	10.341666666666667	23.980456297633246	TPM3
regulation of primary metabolic process (GO:0080090)	1/130	0.09911565495504411	0.13312143529719708	0	0	10.260981912144702	23.71793009518094	NFYC
cellular response to hypoxia (GO:0071456)	1/131	0.09984107647289782	0.13312143529719708	0	0	10.181538461538462	23.460052416555833	ARNT
regulation of cell motility (GO:2000145)	1/133	0.10129027694516599	0.13348333928485207	0	0	10.026262626262627	22.957783789683365	LMO4
negative regulation of transcription by RNA polymerase II (GO:0000122)	2/684	0.10220564432423482	0.13348333928485207	0	0	4.043150397989107	9.221489561145654	DLG1;ZNF148
protein localization to plasma membrane (GO:0072659)	1/136	0.10345997704646272	0.13348333928485207	0	0	9.801975308641975	22.23647140219294	DLG1
negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	1/136	0.10345997704646272	0.13348333928485207	0	0	9.801975308641975	22.23647140219294	CD247
regulation of inflammatory response to antigenic stimulus (GO:0002861)	1/137	0.10418211846622599	0.13348333928485207	0	0	9.729411764705882	22.004181371864657	CD247
protein localization to cell periphery (GO:1990778)	1/140	0.1063452722007835	0.1350669113104505	0	0	9.517985611510792	21.330416747422298	DLG1
positive regulation of cellular catabolic process (GO:0031331)	1/141	0.10706523457535712	0.1350669113104505	0	0	9.449523809523809	21.113231324434445	ARNT
positive regulation of transferase activity (GO:0051347)	1/148	0.11208976613663611	0.14032611943823148	0	0	8.996371882086168	19.688157234385223	LMO4
mitotic spindle organization (GO:0007052)	1/157	0.11851093551425104	0.14701022297517846	0	0	8.473504273504274	18.07186657693509	NUF2
T cell receptor signaling pathway (GO:0050852)	1/158	0.11922170521767522	0.14701022297517846	0	0	8.419108280254777	17.90551070727026	CD247
negative regulation of immune response (GO:0050777)	1/178	0.13332476504352744	0.16246052985931864	0	0	7.460263653483993	15.032187197608867	CD247
regulation of immune response (GO:0050776)	1/179	0.1340243303271126	0.16246052985931864	0	0	7.417977528089888	14.908161099822989	CD247
positive regulation of cellular biosynthetic process (GO:0031328)	1/180	0.13472336622480083	0.16246052985931864	0	0	7.376163873370578	14.785754618197105	ARNT
antigen receptor-mediated signaling pathway (GO:0050851)	1/185	0.1382106175493854	0.16544920640948327	0	0	7.173913043478261	14.197005635857	CD247
negative regulation of macromolecule metabolic process (GO:0010605)	1/194	0.14445448943936423	0.17125095785383168	0	0	6.836269430051813	13.226751015103009	ZNF148
protein localization to membrane (GO:0072657)	1/195	0.1451456289126988	0.17125095785383168	0	0	6.8006872852233675	13.125446854693232	DLG1
negative regulation of inflammatory response (GO:0050728)	1/212	0.15681521223598194	0.18369782004786456	0	0	6.24739336492891	11.574465464179113	CD247
regulation of cell growth (GO:0001558)	1/217	0.16021891590300077	0.1863539163694477	0	0	6.101234567901234	11.172667222816035	PSRC1
positive regulation of transcription by RNA polymerase II (GO:0045944)	2/908	0.16263853612026213	0.18783605580086613	0	0	3.008199306212551	5.463567117147712	ARNT;DCAF6
negative regulation of transcription, DNA-templated (GO:0045892)	2/948	0.1740935311717997	0.19859295744245287	0	0	2.8749622470552705	5.025901444278469	DLG1;ZNF148
regulation of ERK1 and ERK2 cascade (GO:0070372)	1/238	0.17437430409581228	0.19859295744245287	0	0	5.554711673699016	9.70158787977206	DLG1
anterograde trans-synaptic signaling (GO:0098916)	1/244	0.17837742565990883	0.2017510193670693	0	0	5.4159122085048015	9.336239782955902	DLG1
positive regulation of signal transduction (GO:0009967)	1/252	0.18368662035246694	0.20633291601236015	0	0	5.241168658698539	8.881286728234658	ARNT
cellular component assembly (GO:0022607)	1/261	0.18962101312444007	0.21154997382590593	0	0	5.057435897435897	8.409139600143405	CD247
protein-containing complex assembly (GO:0065003)	1/267	0.19355477927948364	0.21447962028267106	0	0	4.941854636591478	8.115487539452683	CD247
cellular protein modification process (GO:0006464)	2/1025	0.19654416010267758	0.21633048494522902	0	0	2.6478145510403577	4.307645132589627	CD247;DCAF6
regulation of gene expression (GO:0010468)	2/1079	0.21254465234638065	0.23238215323204284	0	0	2.5078922934076138	3.883729990707005	NFYC;ZNF148
MAPK cascade (GO:0000165)	1/303	0.21678397455800805	0.2354474955464458	0	0	4.344812362030905	6.642583455842339	DLG1
chemical synaptic transmission (GO:0007268)	1/306	0.2186911529655387	0.23595624398913387	0	0	4.301420765027323	6.538567358822618	DLG1
negative regulation of gene expression (GO:0010629)	1/322	0.22878945434598497	0.24523836936432375	0	0	4.083696780893042	6.023261274151695	ZNF148
positive regulation of cytokine production (GO:0001819)	1/335	0.2369040889465851	0.252287471345714	0	0	3.9221556886227544	5.64829604534473	ARNT
post-translational protein modification (GO:0043687)	1/345	0.2430915721395903	0.25720656665092134	0	0	3.806201550387597	5.3831758114322	DCAF6
regulation of cell migration (GO:0030334)	1/408	0.28100408050742404	0.29541454617447144	0	0	3.2067158067158066	4.0705604344175566	LMO4
organelle assembly (GO:0070925)	1/425	0.29092511861461096	0.3038963022471095	0	0	3.0754716981132075	3.797252211159287	UBAP2L
regulation of nucleic acid-templated transcription (GO:1903506)	1/430	0.29381855557135567	0.3049762222386223	0	0	3.038850038850039	3.7219618304505935	NFYC
regulation of intracellular signal transduction (GO:1902531)	1/437	0.29785077553556566	0.3072171521247344	0	0	2.9889908256880733	3.6201541124289975	DLG1
negative regulation of nucleic acid-templated transcription (GO:1903507)	1/464	0.31320232226808065	0.32103238032478265	0	0	2.8107991360691145	3.263073301463185	ZNF148
regulation of cellular macromolecule biosynthetic process (GO:2000112)	1/468	0.31544968004706386	0.3213276243957669	0	0	2.786152748037116	3.2145407353791247	NFYC
positive regulation of nucleic acid-templated transcription (GO:1903508)	1/511	0.33917730266145196	0.3433646767683835	0	0	2.54562091503268	2.752407535573901	PSRC1
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	1/547	0.35844703039707865	0.36064609193325703	0	0	2.3733821733821734	2.4350293116335817	ZNF148
negative regulation of cellular process (GO:0048523)	1/566	0.3684035275020449	0.3684035275020449	0	0	2.2913274336283185	2.288065498636475	PSRC1
