Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
focal adhesion (GO:0005925)	8/387	0.0583887472260589	0.33911484356848093	0	0	1.9788663276101615	5.621231196381976	NCSTN;ALCAM;RPS8;MTF2;PIP5K1A;NEXN;PHLDB2;DCAF6
coated vesicle (GO:0030135)	3/84	0.06198547161819618	0.33911484356848093	0	0	3.442348008385744	9.572671531911551	HAX1;SGIP1;SORT1
endosome membrane (GO:0010008)	7/325	0.06219921861127367	0.33911484356848093	0	0	2.0601868650217705	5.721989455492549	APH1A;NCSTN;RAP1A;TFRC;ZFYVE9;SORT1;WLS
alpha-beta T cell receptor complex (GO:0042105)	1/6	0.06279858740827005	0.33911484356848093	0	0	18.485981308411215	51.16591868351389	CD247
cell-substrate junction (GO:0030055)	8/394	0.0634374701913774	0.33911484356848093	0	0	1.9422792921328627	5.356224729729326	NCSTN;ALCAM;RPS8;MTF2;PIP5K1A;NEXN;PHLDB2;DCAF6
tight junction (GO:0070160)	3/85	0.06376455816405864	0.33911484356848093	0	0	3.4001955821445007	9.359234727182095	DLG1;CGN;F11R
lysosomal lumen (GO:0043202)	3/86	0.06556711919238857	0.33911484356848093	0	0	3.359058877017504	9.15236370027429	CTSK;GBA;PPT1
intrinsic component of mitochondrial inner membrane (GO:0031304)	2/39	0.06575484272065925	0.33911484356848093	0	0	5.011546758025632	13.640538004979394	MPC2;PPOX
integral component of plasma membrane (GO:0005887)	22/1454	0.06577126229645086	0.33911484356848093	0	0	1.4609300373404348	3.976026691572761	NOTCH2;PTGFR;FCER1G;KCNJ10;TFRC;ATP8B2;TIE1;CD1D;ATP1A1;SLC5A3;ROBO1;DCBLD2;APH1A;NCSTN;ALCAM;GJA5;ADORA3;LRRC8C;LRRC8D;PLPP3;TSPAN1;IFNAR1
bounding membrane of organelle (GO:0098588)	13/767	0.07128906747731073	0.33911484356848093	0	0	1.6243598497780813	4.289954334171069	NOTCH2;B4GALT2;TRAPPC3;COPA;TFRC;SORT1;HS2ST1;APH1A;NCSTN;RAP1A;ARL13B;PLPP3;WLS
AP-2 adaptor complex (GO:0030122)	1/7	0.07287650558470934	0.33911484356848093	0	0	15.404205607476635	40.34344464999949	SGIP1
cis-Golgi network membrane (GO:0033106)	1/7	0.07287650558470934	0.33911484356848093	0	0	15.404205607476635	40.34344464999949	TRAPPC3
clathrin coat of endocytic vesicle (GO:0030128)	1/7	0.07287650558470934	0.33911484356848093	0	0	15.404205607476635	40.34344464999949	SGIP1
X chromosome (GO:0000805)	1/7	0.07287650558470934	0.33911484356848093	0	0	15.404205607476635	40.34344464999949	LRIF1
mitochondrial respiratory chain complex I (GO:0005747)	2/42	0.07484119742825333	0.33911484356848093	0	0	4.634976525821596	12.015651861236954	NDUFS5;NDUFA10
respiratory chain complex I (GO:0045271)	2/42	0.07484119742825333	0.33911484356848093	0	0	4.634976525821596	12.015651861236954	NDUFS5;NDUFA10
neuron projection (GO:0043005)	10/556	0.07834586080091152	0.33911484356848093	0	0	1.7188421334762798	4.3772414342946995	GSK3B;DLG1;ALCAM;SYT11;AMIGO1;PPT1;ELAVL4;NEXN;KCNN3;NGF
basolateral plasma membrane (GO:0016323)	4/151	0.08026447402805015	0.33911484356848093	0	0	2.5325466679562822	6.38816706092932	DLG1;TFRC;ATP1A1;PLPP3
astrocyte projection (GO:0097449)	1/8	0.08284655391141456	0.33911484356848093	0	0	13.202937249666222	32.88541571880503	KCNJ10
death-inducing signaling complex (GO:0031264)	1/8	0.08284655391141456	0.33911484356848093	0	0	13.202937249666222	32.88541571880503	FAF1
proton-transporting V-type ATPase, V1 domain (GO:0033180)	1/8	0.08284655391141456	0.33911484356848093	0	0	13.202937249666222	32.88541571880503	ATP6V1A
HFE-transferrin receptor complex (GO:1990712)	1/8	0.08284655391141456	0.33911484356848093	0	0	13.202937249666222	32.88541571880503	TFRC
inhibitory synapse (GO:0060077)	1/8	0.08284655391141456	0.33911484356848093	0	0	13.202937249666222	32.88541571880503	SYT11
vacuolar proton-transporting V-type ATPase, V1 domain (GO:0000221)	1/8	0.08284655391141456	0.33911484356848093	0	0	13.202937249666222	32.88541571880503	ATP6V1A
small ribosomal subunit (GO:0015935)	2/45	0.08429973512436814	0.33911484356848093	0	0	4.310950977180915	10.662605081192492	RPS8;MRPS6
apical junction complex (GO:0043296)	3/98	0.0889516152054462	0.34936704341333047	0	0	2.932969215491559	7.096796229914039	DLG1;CGN;F11R
cell-cell contact zone (GO:0044291)	2/47	0.09079595478538531	0.34936704341333047	0	0	4.118935837245696	9.881905970168374	DLG1;GJA5
vacuolar lumen (GO:0005775)	4/161	0.09599832157719887	0.34988703148952066	0	0	2.370030488725209	5.553987681861826	CTSK;GBA;PPT1;CCT8
U2-type precatalytic spliceosome (GO:0071005)	2/50	0.10080287202747078	0.34988703148952066	0	0	3.8609154929577465	8.859212024810814	SF3B4;SF3A3
clathrin coat of coated pit (GO:0030132)	1/10	0.10246762456232947	0.34988703148952066	0	0	10.26791277258567	23.39244500807539	SGIP1
sodium:potassium-exchanging ATPase complex (GO:0005890)	1/10	0.10246762456232947	0.34988703148952066	0	0	10.26791277258567	23.39244500807539	ATP1A1
precatalytic spliceosome (GO:0071011)	2/52	0.1076362631076588	0.34988703148952066	0	0	3.7061032863849763	8.260895591254407	SF3B4;SF3A3
sperm flagellum (GO:0036126)	2/52	0.1076362631076588	0.34988703148952066	0	0	3.7061032863849763	8.260895591254407	DYNLT4;ATP1A1
Cul4A-RING E3 ubiquitin ligase complex (GO:0031464)	1/11	0.11212090854714335	0.34988703148952066	0	0	9.240654205607477	20.220191150159177	GLMN
cilium (GO:0005929)	5/237	0.11301118307013651	0.34988703148952066	0	0	2.0066707717569785	4.375081073420225	TTLL7;IQCB1;ARL13B;CEP19;HSPB11
nucleus (GO:0005634)	56/4484	0.11622615436583897	0.34988703148952066	0	0	1.221489321811457	2.628910547019945	GSK3B;FAF1;POGK;MYSM1;DCAF6;MPC2;POGZ;PRKACB;SAMD13;NEPRO;CFAP45;RPS8;PABPC4;DYNLT4;ARNT;ASH1L;CHD1L;LRRC41;RNF168;SCNM1;TAL1;MTF2;DEPDC1;PPIE;USP40;SF3B4;NOTCH2;USP16;RBM8A;NR1I3;PBXIP1;RPAP2;S100A16;PRDX1;NRIP1;PIP5K1A;DMAP1;MEF2D;SRSF11;SF3A3;POU2F1;GADD45A;POLR3GL;NFYC;CDC7;PARP14;TMCO2;HEYL;RCAN1;DLG1;ZFP69;MIS18A;NFIA;FUBP1;PPT1;TRIM33
extracellular membrane-bounded organelle (GO:0065010)	2/56	0.12165409103897047	0.34988703148952066	0	0	3.4308815858111634	7.2274045072946285	TFRC;ATP1A1
early phagosome (GO:0032009)	1/12	0.1216708462021688	0.34988703148952066	0	0	8.40016992353441	17.694419176440732	SYT11
Swr1 complex (GO:0000812)	1/12	0.1216708462021688	0.34988703148952066	0	0	8.40016992353441	17.694419176440732	DMAP1
T cell receptor complex (GO:0042101)	1/12	0.1216708462021688	0.34988703148952066	0	0	8.40016992353441	17.694419176440732	CD247
U2-type catalytic step 1 spliceosome (GO:0071006)	1/12	0.1216708462021688	0.34988703148952066	0	0	8.40016992353441	17.694419176440732	RBM8A
intrinsic component of mitochondrial membrane (GO:0098573)	1/12	0.1216708462021688	0.34988703148952066	0	0	8.40016992353441	17.694419176440732	PPOX
9+2 motile cilium (GO:0097729)	2/57	0.12522579407141257	0.34988703148952066	0	0	3.3683311993171148	6.99816891694486	DYNLT4;ATP1A1
cytoplasmic vesicle lumen (GO:0060205)	3/115	0.127048562842655	0.34988703148952066	0	0	2.4856384770889486	5.1283342112650505	AGL;PPIE;CCT8
mitochondrial intermembrane space (GO:0005758)	2/58	0.12882244905872908	0.34988703148952066	0	0	3.3080147551978536	6.7791814152820855	HAX1;PPOX
clathrin adaptor complex (GO:0030131)	1/13	0.13111853872585816	0.34988703148952066	0	0	7.699766355140187	15.643257181170846	SGIP1
COPI vesicle coat (GO:0030126)	1/13	0.13111853872585816	0.34988703148952066	0	0	7.699766355140187	15.643257181170846	COPA
extracellular vesicle (GO:1903561)	2/59	0.1324431136146773	0.34988703148952066	0	0	3.2498146775389176	6.569832036834816	TFRC;ATP1A1
ficolin-1-rich granule (GO:0101002)	4/184	0.13708373069424373	0.35682088724825206	0	0	2.0647709320695102	4.103037157234981	FCER1G;AGL;PPIE;CCT8
glial cell projection (GO:0097386)	1/14	0.1404650756224245	0.3603234548575237	0	0	7.107117181883537	13.949823970578867	KCNJ10
ficolin-1-rich granule lumen (GO:1904813)	3/123	0.146685606364307	0.370905033235462	0	0	2.3189858490566038	4.4512091923361226	AGL;PPIE;CCT8
organelle envelope lumen (GO:0031970)	2/64	0.15087478633034448	0.3761244673305771	0	0	2.9869756171437225	5.649281966682518	HAX1;PPOX
cation-transporting ATPase complex (GO:0090533)	1/16	0.1588589831160387	0.3905283334935951	0	0	6.158878504672897	11.330725094627836	ATP1A1
dendrite (GO:0030425)	5/270	0.16643108297098388	0.3955987502723951	0	0	1.7538185085354896	3.144901699957962	GSK3B;SYT11;AMIGO1;ELAVL4;NGF
COPI-coated vesicle membrane (GO:0030663)	1/17	0.16790847553768617	0.3955987502723951	0	0	5.773656542056075	10.302144585073925	COPA
glutamatergic synapse (GO:0098978)	2/69	0.16977493518530917	0.3955987502723951	0	0	2.763366267255273	4.900226637996051	GSK3B;RAP1A
adherens junction (GO:0005912)	3/132	0.16986161028645214	0.3955987502723951	0	0	2.156208863536639	3.8224650404313416	DLG1;PLPP3;NECTIN4
RNA polymerase III complex (GO:0005666)	1/18	0.17686105623079498	0.40655073964741184	0	0	5.4337548103353495	9.413387102196012	POLR3GL
H4/H2A histone acetyltransferase complex (GO:0043189)	1/19	0.18571775822142422	0.41610181272395047	0	0	5.131619937694704	8.639221676650196	DMAP1
vacuolar proton-transporting V-type ATPase complex (GO:0016471)	1/19	0.18571775822142422	0.41610181272395047	0	0	5.131619937694704	8.639221676650196	ATP6V1A
NuA4 histone acetyltransferase complex (GO:0035267)	1/20	0.19447960353773455	0.41979133934364654	0	0	4.861288735858338	7.960010231667535	DMAP1
postsynaptic density membrane (GO:0098839)	1/20	0.19447960353773455	0.41979133934364654	0	0	4.861288735858338	7.960010231667535	DLG1
U2 snRNP (GO:0005686)	1/20	0.19447960353773455	0.41979133934364654	0	0	4.861288735858338	7.960010231667535	SF3A3
connexin complex (GO:0005922)	1/21	0.20314760340500082	0.4280610214605375	0	0	4.617990654205608	7.360257196054018	GJA5
postsynaptic specialization membrane (GO:0099634)	1/21	0.20314760340500082	0.4280610214605375	0	0	4.617990654205608	7.360257196054018	DLG1
mitochondrial ribosome (GO:0005761)	1/23	0.220206058125105	0.44463660821855394	0	0	4.197748513169074	6.3519975504002195	MRPL9
nuclear chromosome (GO:0000228)	2/83	0.22437383037993955	0.44463660821855394	0	0	2.2841245000869415	3.4134909752573512	LRIF1;DMAP1
cytoplasmic vesicle membrane (GO:0030659)	6/380	0.2260663802849844	0.44463660821855394	0	0	1.4899828569966482	2.215495150706729	APH1A;NCSTN;RAP1A;TFRC;SORT1;WLS
vesicle (GO:0031982)	4/226	0.2261090821523197	0.44463660821855394	0	0	1.670552068656334	2.4836727933478517	TFRC;SYT11;ATP1A1;TSPAN1
intermediate filament cytoskeleton (GO:0045111)	2/84	0.22833452277539168	0.44463660821855394	0	0	2.2561548150692774	3.3322132346085604	CCT8;PHLDB2
gap junction (GO:0005921)	1/24	0.22859848219145995	0.44463660821855394	0	0	4.015034538805364	5.92534046337219	GJA5
INO80-type complex (GO:0097346)	1/24	0.22859848219145995	0.44463660821855394	0	0	4.015034538805364	5.92534046337219	DMAP1
endolysosome (GO:0036019)	1/25	0.2369009994904709	0.4495768140870823	0	0	3.8475467289719627	5.540901865454593	CTSK
excitatory synapse (GO:0060076)	1/25	0.2369009994904709	0.4495768140870823	0	0	3.8475467289719627	5.540901865454593	SYT11
cullin-RING ubiquitin ligase complex (GO:0031461)	3/157	0.23875830804624706	0.4495768140870823	0	0	1.8038777260475374	2.58370038442727	GLMN;ZSWIM5;DCAF6
endosome lumen (GO:0031904)	1/26	0.2451145687595446	0.45192998615041036	0	0	3.6934579439252335	5.193111011399348	CTSK
synaptic membrane (GO:0097060)	1/26	0.2451145687595446	0.45192998615041036	0	0	3.6934579439252335	5.193111011399348	DLG1
membrane raft (GO:0045121)	3/163	0.2559829907672283	0.4671029831525712	0	0	1.7357016509433962	2.3651439247530948	PPT1;ATP1A1;PLPP3
U12-type spliceosomal complex (GO:0005689)	1/28	0.2612786470562261	0.4719012298872655	0	0	3.4195223260643823	4.589572852866724	SF3B4
secretory vesicle (GO:0099503)	1/29	0.26923102309329516	0.48022804247289014	0	0	3.297229639519359	4.326576745257571	SYT11
exocytic vesicle (GO:0070382)	1/30	0.2770981851649664	0.48022804247289014	0	0	3.1833709313567513	4.085485334604306	SYT11
U2-type catalytic step 2 spliceosome (GO:0071007)	1/30	0.2770981851649664	0.48022804247289014	0	0	3.1833709313567513	4.085485334604306	PPIE
mitochondrial inner membrane (GO:0005743)	5/328	0.2782127057782038	0.48022804247289014	0	0	1.4346159516438155	1.8354036476491309	NDUFS5;NDUFA10;MRPL9;PPOX;MRPS6
early endosome membrane (GO:0031901)	2/97	0.2800724018890195	0.48022804247289014	0	0	1.9461329379787498	2.476857268162905	ZFYVE9;WLS
ciliary membrane (GO:0060170)	1/31	0.2848810421449348	0.48022804247289014	0	0	3.0771028037383177	3.8638674702576408	ARL13B
transcription factor TFIID complex (GO:0005669)	1/31	0.2848810421449348	0.48022804247289014	0	0	3.0771028037383177	3.8638674702576408	TAF13
non-motile cilium (GO:0097730)	1/32	0.29258049329458025	0.48855421993528964	0	0	2.9776906843533313	3.659627884433879	ARL13B
early endosome (GO:0005769)	4/266	0.32092085740747217	0.5202994824382899	0	0	1.4126117000108533	1.6055189939877001	RAP1A;ZFYVE9;SORT1;WLS
Cul3-RING ubiquitin ligase complex (GO:0031463)	1/36	0.322561892259091	0.5202994824382899	0	0	2.636849132176235	2.9834899708625975	GLMN
vesicle coat (GO:0030120)	1/36	0.322561892259091	0.5202994824382899	0	0	2.636849132176235	2.9834899708625975	COPA
lytic vacuole membrane (GO:0098852)	4/267	0.32334996083735534	0.5202994824382899	0	0	1.4071684716991333	1.5887214495221873	ATP6V1A;NCSTN;TMEM79;GBA
neuromuscular junction (GO:0031594)	1/38	0.33707484466493093	0.5374977252765114	0	0	2.4940641576155596	2.712170772259557	DLG1
cytosolic small ribosomal subunit (GO:0022627)	1/40	0.35127829655782955	0.5551451650958557	0	0	2.365923795830338	2.4751738806817505	RPS8
mitotic spindle (GO:0072686)	2/120	0.37048405995836636	0.5781110792061646	0	0	1.5649717514124293	1.5539306538336832	IQCB1;CDC7
intrinsic component of endoplasmic reticulum membrane (GO:0031227)	2/121	0.37432941112794665	0.5781110792061646	0	0	1.5517418234899594	1.5247711397669717	ELOVL1;ZMPSTE24
sarcoplasmic reticulum (GO:0016529)	1/45	0.3854756372944551	0.5781110792061646	0	0	2.0965378079864063	1.9985818708715468	HAX1
collagen-containing extracellular matrix (GO:0062023)	5/380	0.38798584150573107	0.5781110792061646	0	0	1.2323809523809524	1.1668015635239388	WNT2B;ADAMTS1;P3H1;COL8A1;THBS3
nucleolus (GO:0005730)	9/733	0.3902164866674892	0.5781110792061646	0	0	1.1502239446441023	1.0824223837374765	SF3B4;S100A16;TAF13;NRIP1;CDCA8;RPAP2;NEPRO;MYSM1;DEDD
mitochondrial membrane (GO:0031966)	6/469	0.3914586526437203	0.5781110792061646	0	0	1.198053055277109	1.1236244666207862	HAX1;NDUFS5;NDUFA10;MRPL9;PPOX;MRPS6
mitochondrial envelope (GO:0005740)	2/127	0.3971938130262546	0.5781110792061646	0	0	1.4768075117370891	1.363582043499342	HAX1;PPOX
Golgi membrane (GO:0000139)	6/472	0.3972148435315977	0.5781110792061646	0	0	1.1901554510544798	1.098844317269156	NOTCH2;B4GALT2;COPA;TMEM79;WLS;HS2ST1
integral component of organelle membrane (GO:0031301)	3/214	0.40493675642351357	0.5781110792061646	0	0	1.3127514978091746	1.1867593602772297	ELOVL1;WLS;ZMPSTE24
acrosomal vesicle (GO:0001669)	1/48	0.4051264370854153	0.5781110792061646	0	0	1.9624179757407039	1.7731546743727635	DYNLT4
nuclear lumen (GO:0031981)	9/745	0.4086559698730249	0.5781110792061646	0	0	1.1307579674968342	1.0118945289716816	SF3B4;S100A16;TAF13;NRIP1;CDCA8;RPAP2;NEPRO;MYSM1;DEDD
microbody lumen (GO:0031907)	1/49	0.411536700451846	0.5781110792061646	0	0	1.9214369158878504	1.7059613615486515	ABCD3
peroxisomal matrix (GO:0005782)	1/49	0.411536700451846	0.5781110792061646	0	0	1.9214369158878504	1.7059613615486515	ABCD3
endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116)	1/49	0.411536700451846	0.5781110792061646	0	0	1.9214369158878504	1.7059613615486515	PLPP3
spliceosomal snRNP complex (GO:0097525)	1/51	0.42415168632006367	0.5859487912228455	0	0	1.844392523364486	1.5818693217905886	SF3A3
integral component of mitochondrial inner membrane (GO:0031305)	1/51	0.42415168632006367	0.5859487912228455	0	0	1.844392523364486	1.5818693217905886	MPC2
microbody membrane (GO:0031903)	1/52	0.430357869259717	0.5859487912228455	0	0	1.8081363386476086	1.5245087498158911	ABCD3
sarcolemma (GO:0042383)	1/52	0.430357869259717	0.5859487912228455	0	0	1.8081363386476086	1.5245087498158911	ATP1A1
peroxisomal membrane (GO:0005778)	1/53	0.43649747296771096	0.5874107533990023	0	0	1.773274622573688	1.469996239349117	ABCD3
postsynaptic density (GO:0014069)	2/138	0.43806903643315426	0.5874107533990023	0	0	1.3566003866335266	1.1197091498171254	DLG1;SYT11
cytoplasmic side of plasma membrane (GO:0009898)	1/55	0.4485797786033474	0.5969821113743796	0	0	1.7074247144340602	1.3687890102238875	DLG1
integral component of endoplasmic reticulum membrane (GO:0030176)	2/142	0.45256025659664323	0.5977848165492974	0	0	1.3175720992622402	1.0446164333348973	ELOVL1;ZMPSTE24
cis-Golgi network (GO:0005801)	1/57	0.46040420074632216	0.6023444652251931	0	0	1.6462783711615487	1.276936605599493	TRAPPC3
recycling endosome (GO:0055037)	2/145	0.46328881999485577	0.6023444652251931	0	0	1.2897337404379658	0.9923270960049594	TFRC;SYT11
azurophil granule membrane (GO:0035577)	1/58	0.46622142223644886	0.6023444652251931	0	0	1.6173143138219381	1.2341638237357344	NCSTN
lysosomal membrane (GO:0005765)	4/330	0.47517559820717675	0.6094643542222484	0	0	1.1315674701247347	0.8419663838418969	ATP6V1A;NCSTN;TMEM79;GBA
ficolin-1-rich granule membrane (GO:0101003)	1/61	0.48330119480753325	0.6154267013016791	0	0	1.536214953271028	1.1170052859249018	FCER1G
azurophil granule (GO:0042582)	2/155	0.49814096933678514	0.628679836076381	0	0	1.2048237135229678	0.8396081169838383	NCSTN;CCT8
cytoplasmic stress granule (GO:0010494)	1/65	0.505230911728173	0.628679836076381	0	0	1.4399094626168225	0.9830833592387263	PABPC4
endocytic vesicle membrane (GO:0030666)	2/158	0.5083133385524254	0.628679836076381	0	0	1.1814734561213434	0.7994525364986292	TFRC;WLS
integral component of mitochondrial membrane (GO:0032592)	1/66	0.5105670089696963	0.628679836076381	0	0	1.4176851186196981	0.9530152711759711	MPC2
organelle inner membrane (GO:0019866)	4/346	0.5120102506576099	0.628679836076381	0	0	1.0777417477342646	0.7214517859141718	NDUFS5;NDUFA10;MRPL9;MRPS6
specific granule (GO:0042581)	2/160	0.5150202046953404	0.628679836076381	0	0	1.1663992393177631	0.7739632199256469	RAP1A;STXBP3
motile cilium (GO:0031514)	1/68	0.5210679595951159	0.6317056770433939	0	0	1.3752266703863858	0.8964756176629279	ARL13B
clathrin-coated endocytic vesicle membrane (GO:0030669)	1/69	0.5262340308411215	0.6317610861453268	0	0	1.354934029686641	0.8698801661628217	TFRC
tertiary granule (GO:0070820)	2/164	0.528252207624341	0.6317610861453268	0	0	1.1373674143627195	0.7258467781363097	FCER1G;STXBP3
tertiary granule membrane (GO:0070821)	1/73	0.5463495284279274	0.6490192384680747	0	0	1.2794003115264798	0.7733928135138628	FCER1G
secretory granule membrane (GO:0030667)	3/274	0.5671330481350694	0.6692169967993818	0	0	1.018972359534916	0.5779217390317428	NCSTN;FCER1G;RAP1A
microtubule (GO:0005874)	2/182	0.5847226257024787	0.6854033427108525	0	0	1.0226917057902973	0.5487944589950211	DLG1;CCT8
clathrin-coated endocytic vesicle (GO:0045334)	1/85	0.6017359793454046	0.697910984300096	0	0	1.0959612817089452	0.5566787401864425	TFRC
endocytic vesicle (GO:0030139)	2/189	0.6053018131460244	0.697910984300096	0	0	0.9840576435439733	0.4940245700262737	SYT11;WLS
spindle (GO:0005819)	2/192	0.6138832920287276	0.697910984300096	0	0	0.9683716333086236	0.47251737136531474	IQCB1;CDC7
azurophil granule lumen (GO:0035578)	1/90	0.6227768400284975	0.697910984300096	0	0	1.034127900871574	0.48972887510455126	CCT8
clathrin-coated vesicle membrane (GO:0030665)	1/90	0.6227768400284975	0.697910984300096	0	0	1.034127900871574	0.48972887510455126	TFRC
platelet alpha granule (GO:0031091)	1/90	0.6227768400284975	0.697910984300096	0	0	1.034127900871574	0.48972887510455126	STXBP3
specific granule membrane (GO:0035579)	1/91	0.6268503056018312	0.697910984300096	0	0	1.0225856697819315	0.4775960948217761	RAP1A
cytoskeleton (GO:0005856)	6/600	0.6280449826122523	0.697910984300096	0	0	0.9275047121937074	0.43142277577499333	IQCB1;HAX1;NEXN;CCT8;PHLDB2;CTTNBP2NL
cell projection membrane (GO:0031253)	1/92	0.6308799858079964	0.697910984300096	0	0	1.0112971141008524	0.46584352982310506	ARL13B
trans-Golgi network membrane (GO:0032588)	1/99	0.6579004868114738	0.7115179950706191	0	0	0.93872782757963	0.39304683862491036	TMEM79
phagocytic vesicle (GO:0045335)	1/100	0.6615963365459056	0.7115179950706191	0	0	0.9291985273293685	0.3838516073758758	SYT11
Golgi lumen (GO:0005796)	1/100	0.6615963365459056	0.7115179950706191	0	0	0.9291985273293685	0.3838516073758758	NGF
actin cytoskeleton (GO:0015629)	3/316	0.6632794869302381	0.7115179950706191	0	0	0.880342395563325	0.361432342785063	HAX1;NEXN;CTTNBP2NL
secretory granule lumen (GO:0034774)	3/316	0.6632794869302381	0.7115179950706191	0	0	0.880342395563325	0.361432342785063	AGL;PPIE;CCT8
microtubule cytoskeleton (GO:0015630)	3/331	0.6936469270109434	0.7396114824152831	0	0	0.8394356879889554	0.3070590259243249	IQCB1;DLG1;CCT8
mitochondrial outer membrane (GO:0005741)	1/126	0.7449067154475992	0.7895119079893717	0	0	0.7349532710280374	0.21644100620748102	HAX1
peroxisome (GO:0005777)	1/128	0.7503962437305872	0.7905960425018687	0	0	0.7233056148355287	0.20770001878328098	ABCD3
asymmetric synapse (GO:0032279)	1/133	0.7636110520611648	0.7957218239367179	0	0	0.695730671197961	0.18763627557895315	SYT11
polymeric cytoskeletal fiber (GO:0099513)	2/256	0.7642525992612544	0.7957218239367179	0	0	0.722006580163395	0.1941164633086961	DLG1;CCT8
organelle outer membrane (GO:0031968)	1/142	0.7856670115763068	0.8132342751403878	0	0	0.6510240604493935	0.15704147285347114	HAX1
intracellular organelle lumen (GO:0070013)	7/848	0.8109332306532895	0.8326888138028162	0	0	0.758071892435745	0.15886879135924467	NSUN4;AGL;P3H1;COL8A1;PPIE;CCT8;NGF
endoplasmic reticulum lumen (GO:0005788)	2/285	0.8138709875021877	0.8326888138028162	0	0	0.647057847674978	0.13326377508304502	P3H1;COL8A1
late endosome (GO:0005770)	1/189	0.871580576761107	0.8866078280845743	0	0	0.4870998210379797	0.06695038997807867	RAP1A
