Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
vacuolar lumen (GO:0005775)	4/161	0.027929151832889586	0.21804194563548873	0	0	3.637219606757131	13.014278250880512	CTSK;GBA;PPT1;CCT8
trans-Golgi network (GO:0005802)	5/239	0.028033964438848553	0.21804194563548873	0	0	3.060702476760871	10.939986663746678	SYT11;TMEM79;GBA;TBC1D23;ELAPOR1
Barr body (GO:0001740)	1/5	0.03500271685162533	0.21967696134964315	0	0	35.202127659574465	118.00913440145813	LRIF1
MPP7-DLG1-LIN7 complex (GO:0097025)	1/5	0.03500271685162533	0.21967696134964315	0	0	35.202127659574465	118.00913440145813	DLG1
CD95 death-inducing signaling complex (GO:0031265)	1/5	0.03500271685162533	0.21967696134964315	0	0	35.202127659574465	118.00913440145813	FAF1
endolysosome lumen (GO:0036021)	1/5	0.03500271685162533	0.21967696134964315	0	0	35.202127659574465	118.00913440145813	CTSK
polymeric cytoskeletal fiber (GO:0099513)	5/256	0.03608978650744137	0.21967696134964315	0	0	2.8509320382702765	9.470070315143387	MACF1;DLG1;SYNJ1;TPM3;CCT8
alpha-beta T cell receptor complex (GO:0042105)	1/6	0.04185589146242021	0.2441593668641179	0	0	28.160283687943263	89.36729998028277	CD247
cell-cell contact zone (GO:0044291)	2/47	0.04395339505890403	0.24613901232986254	0	0	6.28984126984127	19.653397854239824	DLG1;GJA5
X chromosome (GO:0000805)	1/7	0.04866073862208701	0.2502730156039482	0	0	23.465721040189127	70.93412364193783	LRIF1
cytoplasmic vesicle lumen (GO:0060205)	3/115	0.048698959885455084	0.2502730156039482	0	0	3.805113052415211	11.499423048964461	PPIE;CCT8;S100A8
sperm flagellum (GO:0036126)	2/52	0.0527013530092024	0.2502730156039482	0	0	5.659428571428571	16.656344309290347	ATP1A1;IQCG
death-inducing signaling complex (GO:0031264)	1/8	0.055417596312302815	0.2502730156039482	0	0	20.112462006079028	58.18249888054842	FAF1
HFE-transferrin receptor complex (GO:1990712)	1/8	0.055417596312302815	0.2502730156039482	0	0	20.112462006079028	58.18249888054842	TFRC
inhibitory synapse (GO:0060077)	1/8	0.055417596312302815	0.2502730156039482	0	0	20.112462006079028	58.18249888054842	SYT11
extracellular membrane-bounded organelle (GO:0065010)	2/56	0.060104829915035865	0.26028150713296166	0	0	5.239153439153439	14.730744752815419	TFRC;ATP1A1
9+2 motile cilium (GO:0097729)	2/57	0.06200862438875245	0.26028150713296166	0	0	5.143636363636364	14.301787297823385	ATP1A1;IQCG
cytoskeleton (GO:0005856)	8/600	0.06447957237288404	0.26028150713296166	0	0	1.9429205324727712	5.32633558433316	IQCB1;MACF1;PSRC1;TPM3;PKN2;CCT8;PHLDB2;S100A8
extracellular vesicle (GO:1903561)	2/59	0.06587701186723376	0.26028150713296166	0	0	4.96265664160401	13.49825600438804	TFRC;ATP1A1
clathrin coat of coated pit (GO:0030132)	1/10	0.06878868402799701	0.26028150713296166	0	0	15.641449960598896	41.86771974668722	SYNJ1
sodium:potassium-exchanging ATPase complex (GO:0005890)	1/10	0.06878868402799701	0.26028150713296166	0	0	15.641449960598896	41.86771974668722	ATP1A1
cell cortex region (GO:0099738)	1/11	0.07540357879431908	0.2778026587159124	0	0	14.076595744680851	36.38659995556786	GPSM2
early phagosome (GO:0032009)	1/12	0.08197181357640004	0.27990375367551235	0	0	12.796260477111542	32.008307827212725	SYT11
Swr1 complex (GO:0000812)	1/12	0.08197181357640004	0.27990375367551235	0	0	12.796260477111542	32.008307827212725	DMAP1
T cell receptor complex (GO:0042101)	1/12	0.08197181357640004	0.27990375367551235	0	0	12.796260477111542	32.008307827212725	CD247
glutamatergic synapse (GO:0098978)	2/69	0.08633893424931051	0.2877964474977017	0	0	4.2198294243070364	10.336365128656407	GSK3B;RAP1A
basolateral plasma membrane (GO:0016323)	3/151	0.09267940785996243	0.30174690931150555	0	0	2.8742951584678202	6.836824242103691	DLG1;TFRC;ATP1A1
clathrin coat (GO:0030118)	1/15	0.10139981372001562	0.31606436331409943	0	0	10.052684903748734	23.00741934663807	SYNJ1
neuron projection (GO:0043005)	7/556	0.10159211677953196	0.31606436331409943	0	0	1.8236929096674088	4.170401500885449	GSK3B;DLG1;PRKAA2;MLPH;SYT11;PPT1;ELAVL4
cation-transporting ATPase complex (GO:0090533)	1/16	0.10778465314206122	0.32804024869322984	0	0	9.382033096926714	20.899604518737647	ATP1A1
intrinsic component of synaptic vesicle membrane (GO:0098563)	1/17	0.1141244437060844	0.33994515146493226	0	0	8.795212765957446	19.089708639811313	RAB3B
nuclear chromosome (GO:0000228)	2/83	0.11762377301687253	0.3430693379658782	0	0	3.488007054673721	7.465256323067759	LRIF1;DMAP1
RNA polymerase III complex (GO:0005666)	1/18	0.12041950100185367	0.34405571714815336	0	0	8.277430120984564	17.521447135021635	POLR3C
H4/H2A histone acetyltransferase complex (GO:0043189)	1/19	0.1266701384150746	0.34449506297021565	0	0	7.817178881008668	16.15161194256294	DMAP1
cell-cell junction (GO:0005911)	4/271	0.1274937411264184	0.34449506297021565	0	0	2.1267980242088695	4.380540379080742	KIRREL1;DLG1;GJA5;PKN2
U2-type spliceosomal complex (GO:0005684)	2/89	0.13178681320542002	0.34449506297021565	0	0	3.2464696223316913	6.579197012322408	PRPF3;PPIE
NuA4 histone acetyltransferase complex (GO:0035267)	1/20	0.1328766671456546	0.34449506297021565	0	0	7.405375139977604	14.946519655220376	DMAP1
postsynaptic density membrane (GO:0098839)	1/20	0.1328766671456546	0.34449506297021565	0	0	7.405375139977604	14.946519655220376	DLG1
connexin complex (GO:0005922)	1/21	0.13903939622838343	0.3475984905709586	0	0	7.034751773049646	13.879550896668956	GJA5
postsynaptic specialization membrane (GO:0099634)	1/21	0.13903939622838343	0.3475984905709586	0	0	7.034751773049646	13.879550896668956	DLG1
mitochondrial ribosome (GO:0005761)	1/23	0.15123468094132653	0.3609425927747027	0	0	6.394584139264991	12.078873668454536	MRPL9
apical junction complex (GO:0043296)	2/98	0.1537000008283823	0.3609425927747027	0	0	2.9407738095238094	5.50734186557652	DLG1;PKN2
spindle (GO:0005819)	3/192	0.15639555572913025	0.3609425927747027	0	0	2.246088843211145	4.167318820770886	IQCB1;PSRC1;SPICE1
gap junction (GO:0005921)	1/24	0.1572678439946919	0.3609425927747027	0	0	6.116250385445575	11.31387002140436	GJA5
INO80-type complex (GO:0097346)	1/24	0.1572678439946919	0.3609425927747027	0	0	6.116250385445575	11.31387002140436	DMAP1
endolysosome (GO:0036019)	1/25	0.16325842224474865	0.36279649387721924	0	0	5.861111111111111	10.622800398497251	CTSK
excitatory synapse (GO:0060076)	1/25	0.16325842224474865	0.36279649387721924	0	0	5.861111111111111	10.622800398497251	SYT11
endosome lumen (GO:0031904)	1/26	0.16920671419463995	0.3701396873007749	0	0	5.626382978723404	9.996024144331518	CTSK
U12-type spliceosomal complex (GO:0005689)	1/28	0.180977622547355	0.3897979562558415	0	0	5.209088521145259	8.904321569442898	RNPC3
secretory vesicle (GO:0099503)	1/29	0.1868008255388087	0.3962441753853518	0	0	5.022796352583587	8.42680739101831	SYT11
exocytic vesicle (GO:0070382)	1/30	0.19258291539305983	0.39649423757394664	0	0	4.849351919784788	7.9879906338897335	SYT11
U2-type catalytic step 2 spliceosome (GO:0071007)	1/30	0.19258291539305983	0.39649423757394664	0	0	4.849351919784788	7.9879906338897335	PPIE
transcription factor TFIID complex (GO:0005669)	1/31	0.19832418036460078	0.4023026328210608	0	0	4.687470449172577	7.58363490639918	GTF2E1
spliceosomal tri-snRNP complex (GO:0097526)	1/32	0.20402490664496656	0.4023026328210608	0	0	4.5360329444063145	7.210084246182793	PRPF3
U4/U6 x U5 tri-snRNP complex (GO:0046540)	1/32	0.20402490664496656	0.4023026328210608	0	0	4.5360329444063145	7.210084246182793	PRPF3
ficolin-1-rich granule lumen (GO:1904813)	2/123	0.21744393289876005	0.4228076473031445	0	0	2.330224321133412	3.555489454982127	PPIE;CCT8
ion channel complex (GO:0034702)	1/35	0.22088668558345995	0.42361830111896426	0	0	4.135168961201502	6.244541159650636	LRRC8C
neuromuscular junction (GO:0031594)	1/38	0.2373937302032399	0.44314982590483953	0	0	3.7993099482461186	5.463541469477803	DLG1
cilium (GO:0005929)	3/237	0.23740169244902118	0.44314982590483953	0	0	1.8099981553218962	2.6027803659395032	IQCB1;HSPB11;IQCG
postsynaptic density (GO:0014069)	2/138	0.25674527529876406	0.47066200167875144	0	0	2.071638655462185	2.816746654886807	DLG1;SYT11
cortical actin cytoskeleton (GO:0030864)	1/42	0.2588641009233133	0.47066200167875144	0	0	3.42795364123854	4.632715016375334	MLPH
recycling endosome (GO:0055037)	2/145	0.2751571067914595	0.4931020926485688	0	0	1.9695304695304696	2.5415078143861805	TFRC;SYT11
anchored component of plasma membrane (GO:0046658)	1/46	0.27973413304863926	0.4931020926485688	0	0	3.122616233254531	3.977949693868639	NTNG1
collagen-containing extracellular matrix (GO:0062023)	4/380	0.28456136686800576	0.4931020926485688	0	0	1.501850138760407	1.8875347880029034	WNT2B;ADAMTSL4;S100A4;S100A8
lytic vacuole membrane (GO:0098852)	3/267	0.29480873283995196	0.4931020926485688	0	0	1.6018639633747547	1.9565622918618613	MCOLN3;TMEM79;GBA
focal adhesion (GO:0005925)	4/387	0.29567538708204294	0.4931020926485688	0	0	1.4738714193816929	1.7959021425688988	MTF2;PIP5K1A;PHLDB2;DCAF6
intermediate filament (GO:0005882)	1/50	0.30002049698269956	0.4931020926485688	0	0	2.8671298306556667	3.4517504575709377	MACF1
U2-type precatalytic spliceosome (GO:0071005)	1/50	0.30002049698269956	0.4931020926485688	0	0	2.8671298306556667	3.4517504575709377	PRPF3
cullin-RING ubiquitin ligase complex (GO:0031461)	2/157	0.3066512996689229	0.4931020926485688	0	0	1.8159447004608296	2.146526553197558	DCAF8;DCAF6
cell-substrate junction (GO:0030055)	4/394	0.3068456792634493	0.4931020926485688	0	0	1.4468970642883687	1.7093791399137432	MTF2;PIP5K1A;PHLDB2;DCAF6
precatalytic spliceosome (GO:0071011)	1/52	0.3099498868076718	0.4931020926485688	0	0	2.7544152412738145	3.2263695568264037	PRPF3
sarcolemma (GO:0042383)	1/52	0.3099498868076718	0.4931020926485688	0	0	2.7544152412738145	3.2263695568264037	ATP1A1
specific granule (GO:0042581)	2/160	0.31449173828780264	0.4947061051718244	0	0	1.7811934900542497	2.0604801274027458	RAP1A;STXBP3
membrane raft (GO:0045121)	2/163	0.32231311252931716	0.49935741802586253	0	0	1.74773735581189	1.9788438240991342	PPT1;ATP1A1
cytoplasmic side of plasma membrane (GO:0009898)	1/55	0.3245823217168106	0.49935741802586253	0	0	2.6009981612818494	2.9266849736753224	DLG1
endoplasmic reticulum lumen (GO:0005788)	3/285	0.3297322726641004	0.5017665018801528	0	0	1.4982397061074544	1.662258372391091	CSF1;ADAMTSL4;BGLAP
cortical cytoskeleton (GO:0030863)	1/58	0.33890661591011534	0.510182002445335	0	0	2.4637302476048277	2.6658317122994615	MLPH
spindle microtubule (GO:0005876)	1/61	0.35292921342574	0.5256392540383362	0	0	2.3401891252955083	2.4372783551118746	PSRC1
ficolin-1-rich granule (GO:0101002)	2/184	0.3763178588310115	0.5455581883203195	0	0	1.5444270015698587	1.5094011323135028	PPIE;CCT8
motile cilium (GO:0031514)	1/68	0.3845105435747704	0.5455581883203195	0	0	2.09495077802477	2.0023205787480167	IQCG
clathrin-coated endocytic vesicle membrane (GO:0030669)	1/69	0.38889541936200733	0.5455581883203195	0	0	2.0640383813099707	1.949370349948163	TFRC
late endosome (GO:0005770)	2/189	0.3889324287598575	0.5455581883203195	0	0	1.502750190985485	1.4191216250690293	RAP1A;ELAPOR1
actin cytoskeleton (GO:0015629)	3/316	0.3896844202287997	0.5455581883203195	0	0	1.3477141609396188	1.270110146551755	MACF1;MLPH;TPM3
secretory granule lumen (GO:0034774)	3/316	0.3896844202287997	0.5455581883203195	0	0	1.3477141609396188	1.270110146551755	PPIE;CCT8;S100A8
actin filament (GO:0005884)	1/72	0.4018647944300404	0.557040309110947	0	0	1.9765258215962442	1.8018791682761117	TPM3
vesicle membrane (GO:0012506)	1/73	0.4061268899537921	0.5574290646424598	0	0	1.9489755713159969	1.7562016791215977	SYNJ1
lysosomal membrane (GO:0005765)	3/330	0.4163886997901593	0.5659652230157506	0	0	1.289089829054188	1.1294181102159968	MCOLN3;TMEM79;GBA
bicellular tight junction (GO:0005923)	1/78	0.4269892153565235	0.5747931745183971	0	0	1.8219581836603114	1.5504800790707707	DLG1
Golgi membrane (GO:0000139)	4/472	0.43212078648765334	0.5761610486502045	0	0	1.2009166356992445	1.007629261064733	NOTCH2;TMEM79;B4GALT4;HS2ST1
clathrin-coated endocytic vesicle (GO:0045334)	1/85	0.45497927936356547	0.5949423607118673	0	0	1.6695373184734887	1.3147663162748426	TFRC
tight junction (GO:0070160)	1/85	0.45497927936356547	0.5949423607118673	0	0	1.6695373184734887	1.3147663162748426	DLG1
integral component of plasma membrane (GO:0005887)	11/1454	0.4589555354062977	0.5949423607118673	0	0	1.0715853845624839	0.8345527831959328	IFNAR2;NOTCH2;KIRREL1;TFRC;GJA5;LRRC8C;TSPAN2;ATP1A1;SLC5A3;TSPAN1;ELAPOR1
azurophil granule lumen (GO:0035578)	1/90	0.4741368253681473	0.5973591535694981	0	0	1.5753446489760141	1.1756156545948244	CCT8
clathrin-coated vesicle membrane (GO:0030665)	1/90	0.4741368253681473	0.5973591535694981	0	0	1.5753446489760141	1.1756156545948244	TFRC
platelet alpha granule (GO:0031091)	1/90	0.4741368253681473	0.5973591535694981	0	0	1.5753446489760141	1.1756156545948244	STXBP3
specific granule membrane (GO:0035579)	1/91	0.4778873228555985	0.5973591535694981	0	0	1.5577620173364854	1.1502207865026661	RAP1A
trans-Golgi network membrane (GO:0032588)	1/99	0.5069506026034899	0.6214401068955334	0	0	1.430018816037053	0.9714714291057844	TMEM79
phagocytic vesicle (GO:0045335)	1/100	0.5104686592356167	0.6214401068955334	0	0	1.4155025431621175	0.9518207634132154	SYT11
Golgi lumen (GO:0005796)	1/100	0.5104686592356167	0.6214401068955334	0	0	1.4155025431621175	0.9518207634132154	BGLAP
intracellular organelle lumen (GO:0070013)	6/848	0.5617726688071984	0.678001496836274	0	0	0.9963671929579433	0.5745631275268891	CSF1;ADAMTSL4;BGLAP;PPIE;CCT8;TRIT1
mitotic spindle (GO:0072686)	1/120	0.5758212176027184	0.6859771411408194	0	0	1.176410989927886	0.6493295190253355	IQCB1
intrinsic component of endoplasmic reticulum membrane (GO:0031227)	1/121	0.5788510571823955	0.6859771411408194	0	0	1.166548463356974	0.6377637990392638	ELOVL1
intracellular non-membrane-bounded organelle (GO:0043232)	8/1158	0.5830805699696965	0.6859771411408194	0	0	0.9712134977287475	0.5239016031259586	PRMT6;MACF1;PSRC1;TPM3;SPICE1;S100A13;MYSM1;S100A8
adherens junction (GO:0005912)	1/132	0.6107937052769541	0.7099219737197059	0	0	1.0679984841102268	0.526518992840322	DLG1
asymmetric synapse (GO:0032279)	1/133	0.6135754201434601	0.7099219737197059	0	0	1.0598538577261982	0.5176878299590535	SYT11
integral component of endoplasmic reticulum membrane (GO:0030176)	1/142	0.6377389388455588	0.727591818064677	0	0	0.9917509179618731	0.44611561236725233	ELOVL1
bounding membrane of organelle (GO:0098588)	5/767	0.6392413830139663	0.727591818064677	0	0	0.914611950878403	0.40926428587548286	NOTCH2;RAP1A;TFRC;B4GALT4;HS2ST1
azurophil granule (GO:0042582)	1/155	0.6700163204252622	0.7488235648780167	0	0	0.9074329925393755	0.36338445295291555	CCT8
endosome membrane (GO:0010008)	2/325	0.6743914277775865	0.7488235648780167	0	0	0.8639982308712959	0.34036742300021855	RAP1A;TFRC
endocytic vesicle membrane (GO:0030666)	1/158	0.6770496279882162	0.7488235648780167	0	0	0.8899579888873831	0.3470931408982652	TFRC
mitochondrial inner membrane (GO:0005743)	2/328	0.6792899481393437	0.7488235648780167	0	0	0.8559158632778264	0.33098884427743214	SDHC;MRPL9
tertiary granule (GO:0070820)	1/164	0.6906727440690779	0.7554233138255539	0	0	0.8569377365879128	0.3171433713751899	STXBP3
organelle inner membrane (GO:0019866)	2/346	0.7074384643555897	0.76508551110327	0	0	0.8103820598006645	0.28047698249854786	SDHC;MRPL9
mitochondrial matrix (GO:0005759)	2/348	0.710436546024465	0.76508551110327	0	0	0.8056151940545004	0.2754202135544101	MRPL9;TRIT1
endocytic vesicle (GO:0030139)	1/189	0.7415556545411675	0.7925022262272019	0	0	0.7420401388260148	0.22187375884651245	SYT11
endoplasmic reticulum membrane (GO:0005789)	4/712	0.7487391365310161	0.7941172660177443	0	0	0.7840006550397118	0.22686206610140958	NOTCH2;ELOVL1;FAAH;TMEM39A
cytoplasmic vesicle membrane (GO:0030659)	2/380	0.7550197392233081	0.7947576202350611	0	0	0.7362055933484505	0.20688215373214708	RAP1A;TFRC
nuclear membrane (GO:0031965)	1/204	0.7679994949507636	0.8023875320381111	0	0	0.6866855326136324	0.1812617730086621	AKIRIN1
integral component of organelle membrane (GO:0031301)	1/214	0.7841176803385225	0.8131590759066158	0	0	0.6541138081443745	0.15907797119941935	ELOVL1
mitochondrial membrane (GO:0031966)	2/469	0.8492572792044234	0.8702782727437406	0	0	0.5931783420006118	0.09692124853513404	SDHC;MRPL9
early endosome (GO:0005769)	1/266	0.8516294526135175	0.8702782727437406	0	0	0.5243677238057005	0.08421542886735843	RAP1A
secretory granule membrane (GO:0030667)	1/274	0.859959800879859	0.872422986399857	0	0	0.508793806666147	0.0767615353881177	RAP1A
nucleolus (GO:0005730)	3/733	0.8967607698606191	0.9028644116221896	0	0	0.5655267566768503	0.06162327495851084	PRMT6;S100A13;MYSM1
nuclear lumen (GO:0031981)	3/745	0.9028644116221896	0.9028644116221896	0	0	0.5560317244856406	0.056816928584994986	PRMT6;S100A13;MYSM1
