Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ubiquitin-like protein ligase binding (GO:0044389)	6/282	0.01550593977405818	0.19316990714574125	0	0	3.1301150895140664	13.04172505109928	GSK3B;KDM4A;SYT11;FAF1;BCL10;PRKACB
protein serine/threonine kinase inhibitor activity (GO:0030291)	2/30	0.019120312299200925	0.19316990714574125	0	0	10.11734693877551	40.03438268908486	CDKN2C;INKA2
RNA binding (GO:0003723)	17/1406	0.021745634665903513	0.19316990714574125	0	0	1.8083398128149748	6.922943701621544	MACF1;TFRC;RTCA;PABPC4;GIGYF2;ELAPOR1;SARS1;PRPF3;PRDX1;CSDE1;ERI3;PPIE;UBAP2L;S100A4;PKN2;MRPL9;DZIP3
mRNA 3'-UTR binding (GO:0003730)	3/85	0.022673816025515717	0.19316990714574125	0	0	5.205123705913318	19.70943253688502	PABPC4;ELAVL4;CRYZ
NADP binding (GO:0050661)	2/36	0.026937969337134157	0.19316990714574125	0	0	8.329411764705883	30.104313994845032	DPYD;CRYZ
metal ion binding (GO:0046872)	8/517	0.03141422555608148	0.19316990714574125	0	0	2.2694777585549657	7.853515177605564	BGLAP;SYT11;S100A13;S100A5;S100A4;ANXA9;PRKACB;S100A8
cysteine-type peptidase activity (GO:0008234)	3/98	0.032686413553661135	0.19316990714574125	0	0	4.489890193108671	15.358997403129923	USP16;CTSK;OTUD7B
interferon receptor activity (GO:0004904)	1/5	0.03500271685162533	0.19316990714574125	0	0	35.202127659574465	118.00913440145813	IFNAR2
thiolester hydrolase activity (GO:0016790)	1/5	0.03500271685162533	0.19316990714574125	0	0	35.202127659574465	118.00913440145813	PPT1
cAMP-dependent protein kinase activity (GO:0004691)	1/5	0.03500271685162533	0.19316990714574125	0	0	35.202127659574465	118.00913440145813	PRKACB
NAADP-sensitive calcium-release channel activity (GO:0072345)	1/5	0.03500271685162533	0.19316990714574125	0	0	35.202127659574465	118.00913440145813	MCOLN3
collagen binding involved in cell-matrix adhesion (GO:0098639)	1/5	0.03500271685162533	0.19316990714574125	0	0	35.202127659574465	118.00913440145813	ITGA10
polyol transmembrane transporter activity (GO:0015166)	1/5	0.03500271685162533	0.19316990714574125	0	0	35.202127659574465	118.00913440145813	SLC5A3
gap junction channel activity involved in cardiac conduction electrical coupling (GO:0086075)	1/5	0.03500271685162533	0.19316990714574125	0	0	35.202127659574465	118.00913440145813	GJA5
protein-arginine omega-N monomethyltransferase activity (GO:0035241)	1/5	0.03500271685162533	0.19316990714574125	0	0	35.202127659574465	118.00913440145813	PRMT6
thiol-dependent deubiquitinase (GO:0004843)	3/106	0.039816531968801055	0.19316990714574125	0	0	4.139484528881749	13.343516930829415	USP16;OTUD7B;MYSM1
copper ion binding (GO:0005507)	2/45	0.04062239610122633	0.19316990714574125	0	0	6.583056478405315	21.088398377375334	S100A13;S100A5
1-phosphatidylinositol-4-phosphate 5-kinase activity (GO:0016308)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	PIP5K1A
histone serine kinase activity (GO:0035174)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	PRKAA2
icosatetraenoic acid binding (GO:0050543)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	S100A8
sodium ion binding (GO:0031402)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	ATP1A1
sulfatide binding (GO:0120146)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	PPT1
arachidonic acid binding (GO:0050544)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	S100A8
beta-glucosidase activity (GO:0008422)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	GBA
mismatched DNA binding (GO:0030983)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	MUTYH
myosin light chain binding (GO:0032027)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	SPATA6
neurotrophin TRK receptor binding (GO:0005167)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	SHC1
neurotrophin TRKA receptor binding (GO:0005168)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	SHC1
cyclic nucleotide-dependent protein kinase activity (GO:0004690)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	PRKACB
P-type sodium transporter activity (GO:0008554)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	ATP1A1
P-type sodium:potassium-exchanging transporter activity (GO:0005391)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	ATP1A1
palmitoyl-CoA hydrolase activity (GO:0016290)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	PPT1
gap junction channel activity involved in cell communication by electrical coupling (GO:1903763)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	GJA5
gap junction hemi-channel activity (GO:0055077)	1/6	0.04185589146242021	0.19316990714574125	0	0	28.160283687943263	89.36729998028277	GJA5
deubiquitinase activity (GO:0101005)	3/112	0.045638390031585624	0.19316990714574125	0	0	3.910434954788463	12.071536285323528	USP16;OTUD7B;MYSM1
omega peptidase activity (GO:0008242)	3/113	0.046647591489487994	0.19316990714574125	0	0	3.874689339437541	11.876441965553918	USP16;OTUD7B;MYSM1
histone-arginine N-methyltransferase activity (GO:0008469)	1/7	0.04866073862208701	0.19316990714574125	0	0	23.465721040189127	70.93412364193783	PRMT6
icosanoid binding (GO:0050542)	1/7	0.04866073862208701	0.19316990714574125	0	0	23.465721040189127	70.93412364193783	S100A8
SUMO-specific protease activity (GO:0016929)	1/7	0.04866073862208701	0.19316990714574125	0	0	23.465721040189127	70.93412364193783	SENP7
MutLalpha complex binding (GO:0032405)	1/7	0.04866073862208701	0.19316990714574125	0	0	23.465721040189127	70.93412364193783	MUTYH
MutSalpha complex binding (GO:0032407)	1/7	0.04866073862208701	0.19316990714574125	0	0	23.465721040189127	70.93412364193783	MUTYH
cell-matrix adhesion mediator activity (GO:0098634)	1/7	0.04866073862208701	0.19316990714574125	0	0	23.465721040189127	70.93412364193783	ITGA10
P-type potassium transmembrane transporter activity (GO:0008556)	1/7	0.04866073862208701	0.19316990714574125	0	0	23.465721040189127	70.93412364193783	ATP1A1
phosphatidylinositol phosphate 4-phosphatase activity (GO:0034596)	1/7	0.04866073862208701	0.19316990714574125	0	0	23.465721040189127	70.93412364193783	SYNJ1
phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity (GO:0004439)	1/7	0.04866073862208701	0.19316990714574125	0	0	23.465721040189127	70.93412364193783	SYNJ1
fatty acid elongase activity (GO:0009922)	1/7	0.04866073862208701	0.19316990714574125	0	0	23.465721040189127	70.93412364193783	ELOVL1
glucose:sodium symporter activity (GO:0005412)	1/7	0.04866073862208701	0.19316990714574125	0	0	23.465721040189127	70.93412364193783	SLC5A3
calcium-dependent phospholipid binding (GO:0005544)	2/50	0.04913219876441706	0.19316990714574125	0	0	5.895833333333333	17.765564841290935	SYT11;ANXA9
potassium channel regulator activity (GO:0015459)	2/50	0.04913219876441706	0.19316990714574125	0	0	5.895833333333333	17.765564841290935	DLG1;SLC5A3
polyubiquitin modification-dependent protein binding (GO:0031593)	2/51	0.050905390394737085	0.19316990714574125	0	0	5.775218658892128	17.197367922338803	OTUD7B;DZIP3
histone kinase activity (GO:0035173)	1/8	0.055417596312302815	0.19316990714574125	0	0	20.112462006079028	58.18249888054842	PRKAA2
arginine N-methyltransferase activity (GO:0016273)	1/8	0.055417596312302815	0.19316990714574125	0	0	20.112462006079028	58.18249888054842	PRMT6
aryl hydrocarbon receptor binding (GO:0017162)	1/8	0.055417596312302815	0.19316990714574125	0	0	20.112462006079028	58.18249888054842	ARNT
mitogen-activated protein kinase kinase binding (GO:0031434)	1/8	0.055417596312302815	0.19316990714574125	0	0	20.112462006079028	58.18249888054842	DLG1
oxidized DNA binding (GO:0032356)	1/8	0.055417596312302815	0.19316990714574125	0	0	20.112462006079028	58.18249888054842	MUTYH
phosphatidylinositol phosphate 5-phosphatase activity (GO:0034595)	1/8	0.055417596312302815	0.19316990714574125	0	0	20.112462006079028	58.18249888054842	SYNJ1
protein kinase B binding (GO:0043422)	1/8	0.055417596312302815	0.19316990714574125	0	0	20.112462006079028	58.18249888054842	BCL10
volume-sensitive anion channel activity (GO:0005225)	1/9	0.062126800280102853	0.2021191902446013	0	0	17.597517730496453	48.8960723937713	LRRC8C
phosphatidylinositol-4,5-bisphosphate phosphatase activity (GO:0106019)	1/9	0.062126800280102853	0.2021191902446013	0	0	17.597517730496453	48.8960723937713	SYNJ1
potassium ion binding (GO:0030955)	1/9	0.062126800280102853	0.2021191902446013	0	0	17.597517730496453	48.8960723937713	ATP1A1
glucosyltransferase activity (GO:0046527)	1/9	0.062126800280102853	0.2021191902446013	0	0	17.597517730496453	48.8960723937713	GBA
guanylate kinase activity (GO:0004385)	1/9	0.062126800280102853	0.2021191902446013	0	0	17.597517730496453	48.8960723937713	DLG1
GTPase activity (GO:0003924)	4/216	0.0682165167755749	0.20468827930282038	0	0	2.686081487558108	7.212312957196014	RAB3B;RAP1A;GNAT2;GNG5
histone demethylase activity (H3-K36 specific) (GO:0051864)	1/10	0.06878868402799701	0.20468827930282038	0	0	15.641449960598896	41.86771974668722	KDM4A
histone methyltransferase activity (H3-K9 specific) (GO:0046974)	1/10	0.06878868402799701	0.20468827930282038	0	0	15.641449960598896	41.86771974668722	ASH1L
oxidized purine DNA binding (GO:0032357)	1/10	0.06878868402799701	0.20468827930282038	0	0	15.641449960598896	41.86771974668722	MUTYH
cyclin-dependent protein serine/threonine kinase inhibitor activity (GO:0004861)	1/10	0.06878868402799701	0.20468827930282038	0	0	15.641449960598896	41.86771974668722	CDKN2C
phospholipase inhibitor activity (GO:0004859)	1/10	0.06878868402799701	0.20468827930282038	0	0	15.641449960598896	41.86771974668722	ANXA9
fatty acid synthase activity (GO:0004312)	1/10	0.06878868402799701	0.20468827930282038	0	0	15.641449960598896	41.86771974668722	ELOVL1
methylation-dependent protein binding (GO:0140034)	2/63	0.07384646775154079	0.21147670374498687	0	0	4.636299765807962	12.081117400991317	KDM4A;MTF2
histone methyltransferase activity (H3-K36 specific) (GO:0046975)	1/11	0.07540357879431908	0.21147670374498687	0	0	14.076595744680851	36.38659995556786	ASH1L
Toll-like receptor binding (GO:0035325)	1/11	0.07540357879431908	0.21147670374498687	0	0	14.076595744680851	36.38659995556786	S100A8
galactosyltransferase activity (GO:0008378)	1/11	0.07540357879431908	0.21147670374498687	0	0	14.076595744680851	36.38659995556786	B4GALT4
protein-arginine N-methyltransferase activity (GO:0016274)	1/11	0.07540357879431908	0.21147670374498687	0	0	14.076595744680851	36.38659995556786	PRMT6
RNA stem-loop binding (GO:0035613)	1/12	0.08197181357640004	0.21378679673057488	0	0	12.796260477111542	32.008307827212725	CSDE1
transmembrane receptor protein tyrosine kinase adaptor activity (GO:0005068)	1/12	0.08197181357640004	0.21378679673057488	0	0	12.796260477111542	32.008307827212725	SHC1
carbohydrate:cation symporter activity (GO:0005402)	1/12	0.08197181357640004	0.21378679673057488	0	0	12.796260477111542	32.008307827212725	SLC5A3
dynactin binding (GO:0034452)	1/12	0.08197181357640004	0.21378679673057488	0	0	12.796260477111542	32.008307827212725	GSK3B
GDP binding (GO:0019003)	2/67	0.08210675768352863	0.21378679673057488	0	0	4.3501098901098905	10.874121752638608	RAB3B;RAP1A
protein homodimerization activity (GO:0042803)	8/636	0.08380227401496174	0.21378679673057488	0	0	1.8281205437779258	4.532450371562315	SARS1;TFRC;CSF1;GADD45A;DPYD;S100A13;S100A5;ARNT
methylated histone binding (GO:0035064)	2/68	0.08421462875928895	0.21378679673057488	0	0	4.283982683982684	10.600229496065001	KDM4A;MTF2
histone demethylase activity (H3-K9 specific) (GO:0032454)	1/13	0.08849371504011501	0.21378679673057488	0	0	11.729314420803783	28.4415201317001	KDM4A
acylglycerol lipase activity (GO:0047372)	1/13	0.08849371504011501	0.21378679673057488	0	0	11.729314420803783	28.4415201317001	FAAH
alkali metal ion binding (GO:0031420)	1/13	0.08849371504011501	0.21378679673057488	0	0	11.729314420803783	28.4415201317001	ATP1A1
microtubule minus-end binding (GO:0051011)	1/13	0.08849371504011501	0.21378679673057488	0	0	11.729314420803783	28.4415201317001	MACF1
phosphatidylinositol phosphate kinase activity (GO:0016307)	1/13	0.08849371504011501	0.21378679673057488	0	0	11.729314420803783	28.4415201317001	PIP5K1A
protein kinase A catalytic subunit binding (GO:0034236)	1/13	0.08849371504011501	0.21378679673057488	0	0	11.729314420803783	28.4415201317001	GSK3B
GDP-dissociation inhibitor activity (GO:0005092)	1/13	0.08849371504011501	0.21378679673057488	0	0	11.729314420803783	28.4415201317001	GPSM2
zinc ion binding (GO:0008270)	5/336	0.09164850096632529	0.2192375905468958	0	0	2.1530641497783756	5.145381209712651	KDM4A;USP16;S100A13;S100A5;S100A8
protein tyrosine kinase binding (GO:1990782)	2/72	0.09280712042361172	0.21985376100350737	0	0	4.0383673469387755	9.60013573529959	SHC1;CD247
insulin-like growth factor receptor binding (GO:0005159)	1/14	0.09496960768666611	0.2206912788147289	0	0	10.826513911620294	25.487761269858467	SHC1
NADPH binding (GO:0070402)	1/14	0.09496960768666611	0.2206912788147289	0	0	10.826513911620294	25.487761269858467	CRYZ
ubiquitin binding (GO:0043130)	2/74	0.09719536628547099	0.22090673703289115	0	0	3.9257936507936506	9.151151569990917	USP16;FAF1
Lys48-specific deubiquitinase activity (GO:1990380)	1/15	0.10139981372001562	0.22090673703289115	0	0	10.052684903748734	23.00741934663807	OTUD7B
myosin V binding (GO:0031489)	1/15	0.10139981372001562	0.22090673703289115	0	0	10.052684903748734	23.00741934663807	RAB3B
phosphatidylinositol-3-phosphatase activity (GO:0004438)	1/15	0.10139981372001562	0.22090673703289115	0	0	10.052684903748734	23.00741934663807	SYNJ1
G protein-coupled photoreceptor activity (GO:0008020)	1/15	0.10139981372001562	0.22090673703289115	0	0	10.052684903748734	23.00741934663807	GNAT2
heparan sulfate sulfotransferase activity (GO:0034483)	1/15	0.10139981372001562	0.22090673703289115	0	0	10.052684903748734	23.00741934663807	HS2ST1
hexose transmembrane transporter activity (GO:0015149)	1/15	0.10139981372001562	0.22090673703289115	0	0	10.052684903748734	23.00741934663807	SLC5A3
CARD domain binding (GO:0050700)	1/16	0.10778465314206122	0.23069697690055208	0	0	9.382033096926714	20.899604518737647	BCL10
oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)	1/16	0.10778465314206122	0.23069697690055208	0	0	9.382033096926714	20.899604518737647	CRYZ
DNA-binding transcription repressor activity, RNA polymerase II-specific (GO:0001227)	4/256	0.10961693135731773	0.2325785326190046	0	0	2.255118472509777	4.985533456586226	HEYL;ZFP69;ZNF148;ZNF684
calcium-release channel activity (GO:0015278)	1/17	0.1141244437060844	0.2380031133699538	0	0	8.795212765957446	19.089708639811313	MCOLN3
phosphatidylinositol monophosphate phosphatase activity (GO:0052744)	1/17	0.1141244437060844	0.2380031133699538	0	0	8.795212765957446	19.089708639811313	SYNJ1
mRNA binding (GO:0003729)	4/263	0.11781134197007181	0.24083900200370734	0	0	2.1933859325163674	4.690930295264796	PABPC4;ELAVL4;PPIE;CRYZ
RNA polymerase binding (GO:0070063)	1/18	0.12041950100185367	0.24083900200370734	0	0	8.277430120984564	17.521447135021635	PKN2
acyl-CoA hydrolase activity (GO:0047617)	1/18	0.12041950100185367	0.24083900200370734	0	0	8.277430120984564	17.521447135021635	PPT1
neuropeptide receptor binding (GO:0071855)	1/18	0.12041950100185367	0.24083900200370734	0	0	8.277430120984564	17.521447135021635	PRLH
oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor (GO:0016628)	1/18	0.12041950100185367	0.24083900200370734	0	0	8.277430120984564	17.521447135021635	DPYD
cytokine receptor activity (GO:0004896)	2/88	0.12939936130055482	0.2566946679458161	0	0	3.2843853820598006	6.716081468064226	IFNAR2;LEPR
tau-protein kinase activity (GO:0050321)	1/20	0.1328766671456546	0.2573167205042835	0	0	7.405375139977604	14.946519655220376	GSK3B
zinc ion transmembrane transporter activity (GO:0005385)	1/20	0.1328766671456546	0.2573167205042835	0	0	7.405375139977604	14.946519655220376	SLC39A1
nucleoside monophosphate kinase activity (GO:0050145)	1/20	0.1328766671456546	0.2573167205042835	0	0	7.405375139977604	14.946519655220376	DLG1
nucleoside-triphosphatase activity (GO:0017111)	4/278	0.136232082068457	0.25897414259332485	0	0	2.071723262456363	4.129763542398889	RAB3B;RAP1A;GNAT2;GNG5
ephrin receptor binding (GO:0046875)	1/21	0.13903939622838343	0.25897414259332485	0	0	7.034751773049646	13.879550896668956	SHC1
fibroblast growth factor binding (GO:0017134)	1/21	0.13903939622838343	0.25897414259332485	0	0	7.034751773049646	13.879550896668956	S100A13
postsynaptic neurotransmitter receptor activity (GO:0098960)	1/21	0.13903939622838343	0.25897414259332485	0	0	7.034751773049646	13.879550896668956	ANXA9
glucose transmembrane transporter activity (GO:0005355)	1/21	0.13903939622838343	0.25897414259332485	0	0	7.034751773049646	13.879550896668956	SLC5A3
acetylcholine receptor activity (GO:0015464)	1/22	0.145158632579542	0.2604316643338842	0	0	6.6994258696386355	12.929410352051812	ANXA9
K63-linked polyubiquitin modification-dependent protein binding (GO:0070530)	1/22	0.145158632579542	0.2604316643338842	0	0	6.6994258696386355	12.929410352051812	OTUD7B
syntaxin-1 binding (GO:0017075)	1/22	0.145158632579542	0.2604316643338842	0	0	6.6994258696386355	12.929410352051812	STXBP3
mRNA 3'-UTR AU-rich region binding (GO:0035925)	1/22	0.145158632579542	0.2604316643338842	0	0	6.6994258696386355	12.929410352051812	ELAVL4
poly(U) RNA binding (GO:0008266)	1/22	0.145158632579542	0.2604316643338842	0	0	6.6994258696386355	12.929410352051812	PABPC4
protein heterodimerization activity (GO:0046982)	3/188	0.14966776535053938	0.2665615674856322	0	0	2.2951195800116664	4.359206315930142	GADD45A;ARNT;ATP1A1
C-C chemokine binding (GO:0019957)	1/24	0.1572678439946919	0.2740953852478916	0	0	6.116250385445575	11.31387002140436	ACKR1
cell adhesion mediator activity (GO:0098631)	1/24	0.1572678439946919	0.2740953852478916	0	0	6.116250385445575	11.31387002140436	NTNG1
gap junction channel activity (GO:0005243)	1/24	0.1572678439946919	0.2740953852478916	0	0	6.116250385445575	11.31387002140436	GJA5
wide pore channel activity (GO:0022829)	1/25	0.16325842224474865	0.28052855653323006	0	0	5.861111111111111	10.622800398497251	GJA5
poly-pyrimidine tract binding (GO:0008187)	1/25	0.16325842224474865	0.28052855653323006	0	0	5.861111111111111	10.622800398497251	PABPC4
neuropeptide hormone activity (GO:0005184)	1/26	0.16920671419463995	0.2867113768298066	0	0	5.626382978723404	9.996024144331518	PRLH
epidermal growth factor receptor binding (GO:0005154)	1/26	0.16920671419463995	0.2867113768298066	0	0	5.626382978723404	9.996024144331518	SHC1
cysteine-type endopeptidase activity (GO:0004197)	2/105	0.1711961822725725	0.2880818515483289	0	0	2.7399445214979194	4.835851699500838	USP16;CTSK
histone demethylase activity (GO:0032452)	1/28	0.180977622547355	0.29836851284834204	0	0	5.209088521145259	8.904321569442898	KDM4A
NAD binding (GO:0051287)	1/28	0.180977622547355	0.29836851284834204	0	0	5.209088521145259	8.904321569442898	CRYZ
protein serine/threonine/tyrosine kinase activity (GO:0004712)	1/28	0.180977622547355	0.29836851284834204	0	0	5.209088521145259	8.904321569442898	PRKAA2
transcription corepressor binding (GO:0001222)	1/29	0.1868008255388087	0.3038626762097955	0	0	5.022796352583587	8.42680739101831	MTF2
pre-mRNA binding (GO:0036002)	1/29	0.1868008255388087	0.3038626762097955	0	0	5.022796352583587	8.42680739101831	RNPC3
kinase activity (GO:0016301)	2/112	0.18900295379755594	0.305408746533799	0	0	2.5646753246753247	4.27273020332207	GSK3B;PKN2
solute:sodium symporter activity (GO:0015370)	1/30	0.19258291539305983	0.3068644848007785	0	0	4.849351919784788	7.9879906338897335	SLC5A3
transition metal ion transmembrane transporter activity (GO:0046915)	1/30	0.19258291539305983	0.3068644848007785	0	0	4.849351919784788	7.9879906338897335	SLC39A1
phosphatase binding (GO:0019902)	2/114	0.19413756189302048	0.3068644848007785	0	0	2.518622448979592	4.128496423474562	DLG1;DZIP3
guanyl ribonucleotide binding (GO:0032561)	3/214	0.19493440632836337	0.3068644848007785	0	0	2.0096491527157423	3.2859615635247845	RAB3B;RAP1A;GNAT2
Hsp70 protein binding (GO:0030544)	1/31	0.19832418036460078	0.3082235669360675	0	0	4.687470449172577	7.58363490639918	IQCG
kinase activator activity (GO:0019209)	1/31	0.19832418036460078	0.3082235669360675	0	0	4.687470449172577	7.58363490639918	BCL10
histone methyltransferase activity (GO:0042054)	1/32	0.20402490664496656	0.31309482529164684	0	0	4.5360329444063145	7.210084246182793	PRMT6
chemokine binding (GO:0019956)	1/32	0.20402490664496656	0.31309482529164684	0	0	4.5360329444063145	7.210084246182793	ACKR1
hexosyltransferase activity (GO:0016758)	2/119	0.20704934053275545	0.31432655151050387	0	0	2.4103785103785103	3.7958596287260984	GBA;B4GALT4
2-oxoglutarate-dependent dioxygenase activity (GO:0016706)	1/33	0.20968537844077378	0.31432655151050387	0	0	4.394060283687943	6.864168395749247	KDM4A
exoribonuclease activity, producing 5'-phosphomonoesters (GO:0016896)	1/33	0.20968537844077378	0.31432655151050387	0	0	4.394060283687943	6.864168395749247	ERI3
transition metal ion binding (GO:0046914)	5/445	0.20998044219759068	0.31432655151050387	0	0	1.610650298606503	2.5138077724632604	KDM4A;USP16;S100A13;S100A5;S100A8
metallopeptidase activity (GO:0008237)	2/121	0.21224023599410852	0.315772058430259	0	0	2.3696278511404563	3.673009559340723	ADAMTSL4;MYSM1
3'-5'-exoribonuclease activity (GO:0000175)	1/34	0.21530587796347692	0.31647370013908654	0	0	4.260692026649473	6.543125886285318	ERI3
frizzled binding (GO:0005109)	1/34	0.21530587796347692	0.31647370013908654	0	0	4.260692026649473	6.543125886285318	WNT2B
GTPase activator activity (GO:0005096)	4/336	0.21670507535606578	0.31662298435257513	0	0	1.7047319713637157	2.6069067298613393	DENND2C;ARHGAP31;RAP1A;ARHGAP30
catalytic activity, acting on a tRNA (GO:0140101)	1/35	0.22088668558345995	0.3208116147759775	0	0	4.135168961201502	6.244541159650636	TRIT1
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen (GO:0016709)	1/36	0.22642807953361954	0.3269139136461726	0	0	4.016818642350557	5.966292855501765	FMO5
microtubule binding (GO:0008017)	3/232	0.22802187573323235	0.327115618793389	0	0	1.849989004429644	2.734864105696535	MACF1;PSRC1;S100A8
GTPase regulator activity (GO:0030695)	3/233	0.22989211517234773	0.327115618793389	0	0	1.8418517360025024	2.707789386705857	GPSM2;ARHGAP31;ARHGAP30
hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553)	1/37	0.23193033627564058	0.327115618793389	0	0	3.905043341213554	5.706511012057658	GBA
phosphotyrosine residue binding (GO:0001784)	1/37	0.23193033627564058	0.327115618793389	0	0	3.905043341213554	5.706511012057658	SHC1
aminoacyl-tRNA ligase activity (GO:0004812)	1/38	0.2373937302032399	0.33289695499764677	0	0	3.7993099482461186	5.463541469477803	SARS1
signaling receptor complex adaptor activity (GO:0030159)	1/39	0.2428185339461156	0.3385584130448698	0	0	3.6991414706980215	5.2359160899734825	SHC1
sulfotransferase activity (GO:0008146)	1/40	0.24820501808478276	0.34215833001518076	0	0	3.6041098381523913	5.022327738868679	HS2ST1
tau protein binding (GO:0048156)	1/40	0.24820501808478276	0.34215833001518076	0	0	3.6041098381523913	5.022327738868679	GSK3B
cell-cell adhesion mediator activity (GO:0098632)	1/42	0.2588641009233133	0.3528650314261924	0	0	3.42795364123854	4.632715016375334	NTNG1
protein phosphorylated amino acid binding (GO:0045309)	1/42	0.2588641009233133	0.3528650314261924	0	0	3.42795364123854	4.632715016375334	SHC1
snRNA binding (GO:0017069)	1/43	0.26413723153531043	0.35607449997025276	0	0	3.3461668355285377	4.454706716389069	RNPC3
protein kinase inhibitor activity (GO:0004860)	1/43	0.26413723153531043	0.35607449997025276	0	0	3.3461668355285377	4.454706716389069	INKA2
cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538)	1/44	0.26937310650310076	0.3598622366210047	0	0	3.268184067293419	4.286739278520435	CDKN2C
G protein-coupled receptor binding (GO:0001664)	2/143	0.2698966774657535	0.3598622366210047	0	0	1.9976697061803446	2.6163801152896493	WNT2B;GNAT2
histone-lysine N-methyltransferase activity (GO:0018024)	1/45	0.2745719871301805	0.36410633075958715	0	0	3.193745970341715	4.128050178713765	ASH1L
guanyl-nucleotide exchange factor activity (GO:0005085)	2/149	0.28567205835812115	0.37677828237503547	0	0	1.9155490767735666	2.4000120786466086	DENND2C;RAP1A
3'-5' exonuclease activity (GO:0008408)	1/48	0.289949249724438	0.37832950231423995	0	0	2.98943715104874	3.7010707882854015	ERI3
