Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of neuron projection arborization (GO:0150011)	2/15	0.004946844659702921	0.25862103880926873	0	0	21.807692307692307	115.77715509210024	NTNG1;MACF1
negative regulation of neuron death (GO:1901215)	4/98	0.005254410265355387	0.2620045306845284	0	0	6.094357076780758	31.987375836736597	GSK3B;CSF1;GBA;PPT1
mesenchymal cell differentiation (GO:0048762)	3/51	0.00568907085188488	0.2620045306845284	0	0	8.907374100719425	46.0440724809359	GSK3B;HEYL;S100A4
cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	2/17	0.006348125039416992	0.2620045306845284	0	0	18.898095238095237	95.61672289896464	GJA5;ATP1A1
cell surface receptor signaling pathway involved in heart development (GO:0061311)	2/17	0.006348125039416992	0.2620045306845284	0	0	18.898095238095237	95.61672289896464	NOTCH2;HEYL
pulmonary valve development (GO:0003177)	2/18	0.007108589909223894	0.2620045306845284	0	0	17.71607142857143	87.63168596319518	NOTCH2;HEYL
establishment of vesicle localization (GO:0051650)	2/18	0.007108589909223894	0.2620045306845284	0	0	17.71607142857143	87.63168596319518	SYNJ1;SYT11
regulation of spindle organization (GO:0090224)	2/18	0.007108589909223894	0.2620045306845284	0	0	17.71607142857143	87.63168596319518	GPSM2;PSRC1
negative regulation of protein localization to nucleus (GO:1900181)	2/19	0.007908146852712305	0.2620045306845284	0	0	16.67310924369748	80.69554457749676	GSK3B;OTUD7B
regulation of synaptic vesicle exocytosis (GO:2000300)	2/19	0.007908146852712305	0.2620045306845284	0	0	16.67310924369748	80.69554457749676	GSK3B;RAP1A
positive regulation of cellular protein catabolic process (GO:1903364)	2/19	0.007908146852712305	0.2620045306845284	0	0	16.67310924369748	80.69554457749676	FAF1;GBA
positive regulation of macrophage migration (GO:1905523)	2/19	0.007908146852712305	0.2620045306845284	0	0	16.67310924369748	80.69554457749676	AKIRIN1;CSF1
negative regulation of gene expression (GO:0010629)	7/322	0.008231265044031112	0.2620045306845284	0	0	3.216954732510288	15.44078939636514	NOTCH2;KDM4A;PRKAA2;SYT11;MTF2;ZNF148;GIGYF2
regulation of cytoskeleton organization (GO:0051493)	4/112	0.008373940175867525	0.2620045306845284	0	0	5.300590445517981	25.35076688674543	GSK3B;PRKAA2;PHLDB2;S100A8
cardiac ventricle development (GO:0003231)	2/20	0.008746210464336586	0.2620045306845284	0	0	15.746031746031745	74.62256641453148	HEYL;GJA5
regulation of granulocyte chemotaxis (GO:0071622)	2/20	0.008746210464336586	0.2620045306845284	0	0	15.746031746031745	74.62256641453148	AKIRIN1;CSF1
energy reserve metabolic process (GO:0006112)	2/20	0.008746210464336586	0.2620045306845284	0	0	15.746031746031745	74.62256641453148	GSK3B;LEPR
positive regulation of cellular component organization (GO:0051130)	4/114	0.008900077534388248	0.2620045306845284	0	0	5.203689064558629	24.570234149628487	GSK3B;TFRC;FAF1;GBA
pattern recognition receptor signaling pathway (GO:0002221)	3/61	0.009339493266575828	0.2620045306845284	0	0	7.367898784420739	34.433899152844404	CTSK;BCL10;S100A8
regulation of protein-containing complex assembly (GO:0043254)	4/116	0.009447363415082672	0.2620045306845284	0	0	5.1102484472049685	23.824078320046272	GSK3B;TFRC;FAF1;GBA
positive regulation of phosphorylation (GO:0042327)	6/253	0.009478373829494381	0.2620045306845284	0	0	3.5027982853060253	16.318635291131436	PRKAA2;TFRC;LMO4;LEPR;ARNT;BCL10
positive regulation of glycolytic process (GO:0045821)	2/21	0.009622201585965847	0.2620045306845284	0	0	14.916541353383458	69.26767735045708	PRKAA2;ARNT
stress granule assembly (GO:0034063)	2/21	0.009622201585965847	0.2620045306845284	0	0	14.916541353383458	69.26767735045708	CSDE1;UBAP2L
positive regulation of purine nucleotide metabolic process (GO:1900544)	2/21	0.009622201585965847	0.2620045306845284	0	0	14.916541353383458	69.26767735045708	PRKAA2;ARNT
positive regulation of viral process (GO:0048524)	3/63	0.010199959389008207	0.27206830451905567	0	0	7.12158273381295	32.65510278858927	PPIE;PKN2;TMEM39A
regulation of macrophage chemotaxis (GO:0010758)	2/22	0.010535547233516022	0.27539920468410883	0	0	14.17	64.51601409151799	AKIRIN1;CSF1
regulation of cell-matrix adhesion (GO:0001952)	3/65	0.011105023074603291	0.28194349988227235	0	0	6.891158041308889	31.0126764548217	GSK3B;MACF1;CSF1
regulation of mononuclear cell migration (GO:0071675)	2/23	0.011485680550760094	0.28194349988227235	0	0	13.494557823129252	60.27552322910934	AKIRIN1;CSF1
positive regulation of T cell proliferation (GO:0042102)	3/66	0.011574403317453186	0.28194349988227235	0	0	6.781431997259335	30.238128793993756	CD86;TFRC;CD80
regulation of viral genome replication (GO:0045069)	3/67	0.012055076484439353	0.28194349988227235	0	0	6.675134892086331	29.49254438640579	PPIE;PKN2;TMEM39A
defense response to fungus (GO:0050832)	2/24	0.012472040747962538	0.28194349988227235	0	0	12.88051948051948	56.47162207610311	BCL10;S100A8
positive regulation of carbohydrate metabolic process (GO:0045913)	2/24	0.012472040747962538	0.28194349988227235	0	0	12.88051948051948	56.47162207610311	PRKAA2;ARNT
negative regulation of growth (GO:0045926)	4/126	0.012511857813918458	0.28194349988227235	0	0	4.688999762413875	20.542875854403146	NOTCH2;PSRC1;CDKN2C;PPT1
positive regulation of protein localization to nucleus (GO:1900182)	3/68	0.012547084611567104	0.28194349988227235	0	0	6.572108467072495	28.774445242315863	TFRC;CCT8;DMAP1
plasma membrane bounded cell projection organization (GO:0120036)	4/128	0.013192403271683553	0.28194349988227235	0	0	4.612903225806452	19.965171607856316	GSK3B;GBA;TBC1D23;IQCG
regulation of cardiac muscle cell action potential (GO:0098901)	2/25	0.013494073040556151	0.28194349988227235	0	0	12.319875776397515	53.043283354055916	DLG1;GJA5
cardiac conduction system development (GO:0003161)	2/25	0.013494073040556151	0.28194349988227235	0	0	12.319875776397515	53.043283354055916	NOTCH2;GJA5
positive regulation of interleukin-2 production (GO:0032743)	2/26	0.014551228604158976	0.28194349988227235	0	0	11.80595238095238	49.940121262336156	CD86;CD80
regulation of cardiac muscle cell contraction (GO:0086004)	2/27	0.015642964507483818	0.28194349988227235	0	0	11.333142857142857	47.12019355753685	DLG1;GJA5
regulation of vascular endothelial growth factor production (GO:0010574)	2/27	0.015642964507483818	0.28194349988227235	0	0	11.333142857142857	47.12019355753685	SARS1;ARNT
protein localization to plasma membrane (GO:0072659)	4/136	0.016148865936574667	0.28194349988227235	0	0	4.331576635924462	17.87167565975569	RAB3B;DLG1;RAP1A;PIP5K1A
positive regulation of lymphocyte proliferation (GO:0050671)	3/75	0.016311496194024024	0.28194349988227235	0	0	5.9310551558753	24.411541731900506	CD86;TFRC;CD80
positive regulation of T cell activation (GO:0050870)	3/75	0.016311496194024024	0.28194349988227235	0	0	5.9310551558753	24.411541731900506	CD86;TFRC;CD80
regulation of calcineurin-NFAT signaling cascade (GO:0070884)	2/28	0.016768743665967593	0.28194349988227235	0	0	10.896703296703297	44.54832326481332	GSK3B;RCAN1
regulation of plasma membrane bounded cell projection organization (GO:0120035)	2/28	0.016768743665967593	0.28194349988227235	0	0	10.896703296703297	44.54832326481332	NTNG1;GSK3B
regulation of apoptotic process (GO:0042981)	11/742	0.016843143840321612	0.28194349988227235	0	0	2.1971052933866604	8.972564080778792	NOTCH2;GSK3B;PRKAA2;TFRC;SHC1;GADD45A;ADAMTSL4;FAF1;PPT1;VTCN1;BCL10
negative regulation of transcription, DNA-templated (GO:0045892)	13/948	0.017530929191929705	0.28194349988227235	0	0	2.039539029142312	8.247464625615878	PRMT6;KDM4A;SHC1;GADD45A;OTUD7B;HEYL;DLG1;ZFP69;SARS1;MTF2;DMAP1;ZNF148;ZNF684
protein localization to cell periphery (GO:1990778)	4/140	0.017770945260140045	0.28194349988227235	0	0	4.203324808184143	16.94019947528718	RAB3B;DLG1;RAP1A;PIP5K1A
positive regulation of cellular catabolic process (GO:0031331)	4/141	0.018191741342937474	0.28194349988227235	0	0	4.172432032159103	16.71804876244913	GSK3B;PRKAA2;FAF1;ARNT
neuron development (GO:0048666)	4/143	0.019051837512138386	0.28194349988227235	0	0	4.111979981232405	16.28587388592875	GSK3B;GBA;PPT1;TBC1D23
fatty-acyl-CoA biosynthetic process (GO:0046949)	2/30	0.019120312299200925	0.28194349988227235	0	0	10.11734693877551	40.03438268908486	ELOVL1;PPT1
positive regulation of small GTPase mediated signal transduction (GO:0051057)	2/30	0.019120312299200925	0.28194349988227235	0	0	10.11734693877551	40.03438268908486	NOTCH2;SHC1
primary neural tube formation (GO:0014020)	2/30	0.019120312299200925	0.28194349988227235	0	0	10.11734693877551	40.03438268908486	LMO4;BCL10
negative regulation of programmed cell death (GO:0043069)	7/381	0.01920296892762139	0.28194349988227235	0	0	2.7012873836403246	10.677352655621185	NOTCH2;GSK3B;PRKAA2;TFRC;SHC1;PPT1;VTCN1
negative regulation of cellular component organization (GO:0051129)	3/80	0.01934706080596526	0.28194349988227235	0	0	5.544520227973465	21.874323081417565	GSK3B;SYT11;GBA
regulation of organelle organization (GO:0033043)	3/80	0.01934706080596526	0.28194349988227235	0	0	5.544520227973465	21.874323081417565	PRMT6;SYT11;S100A8
regulation of cell growth (GO:0001558)	5/217	0.019454971486502888	0.28194349988227235	0	0	3.3821099022173255	13.32433819881585	PSRC1;CDKN2C;TFRC;PPT1;S100A8
regulation of calcium ion-dependent exocytosis (GO:0017158)	2/31	0.02034505632791433	0.28194349988227235	0	0	9.767980295566502	38.045475721512574	STXBP3;SYT11
negative regulation of interleukin-6 production (GO:0032715)	2/31	0.02034505632791433	0.28194349988227235	0	0	9.767980295566502	38.045475721512574	SYT11;GBA
tube closure (GO:0060606)	2/31	0.02034505632791433	0.28194349988227235	0	0	9.767980295566502	38.045475721512574	LMO4;BCL10
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	3/82	0.020642762158158173	0.28194349988227235	0	0	5.403606228940898	20.96810239448623	PSRC1;CDKN2C;GADD45A
protein K63-linked deubiquitination (GO:0070536)	2/32	0.021601752618383013	0.28194349988227235	0	0	9.441904761904762	36.20952374023103	USP16;OTUD7B
cellular response to cytokine stimulus (GO:0071345)	8/482	0.021886647222471262	0.28194349988227235	0	0	2.4414635682347754	9.330977227347496	CD86;IFNAR2;GSK3B;CSF1;SHC1;CD80;GBA;LEPR
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	5/224	0.021965949205894574	0.28194349988227235	0	0	3.2728393827283937	12.49655755338352	TFRC;S100A13;OTUD7B;S100A4;BCL10
vascular transport (GO:0010232)	3/84	0.021985126431671935	0.28194349988227235	0	0	5.269650945909938	20.11630821636461	TFRC;LEPR;SLC5A3
regulation of cytokine production (GO:0001817)	4/150	0.02225882677614042	0.28194349988227235	0	0	3.9134405400039705	14.890706374358238	SYT11;S100A13;VTCN1;ACKR1
regulation of neurotransmitter secretion (GO:0046928)	2/33	0.022889892489759714	0.28194349988227235	0	0	9.136866359447005	34.510491006617706	GSK3B;SYT11
positive regulation of ATP metabolic process (GO:1903580)	2/33	0.022889892489759714	0.28194349988227235	0	0	9.136866359447005	34.510491006617706	PRKAA2;ARNT
regulation of neuron death (GO:1901214)	3/86	0.023374177955247735	0.28194349988227235	0	0	5.1421513391696285	19.314554828011193	GSK3B;CSF1;GBA
transport across blood-brain barrier (GO:0150104)	3/86	0.023374177955247735	0.28194349988227235	0	0	5.1421513391696285	19.314554828011193	TFRC;LEPR;SLC5A3
neural tube closure (GO:0001843)	2/34	0.024208972786035666	0.28194349988227235	0	0	8.850892857142858	32.93445500352438	LMO4;BCL10
regulation of autophagy (GO:0010506)	5/231	0.024679167292450132	0.28194349988227235	0	0	3.17033783347329	11.735943342128124	GSK3B;KDM4A;PRKAA2;GBA;LEPR
negative regulation of cell cycle G1/S phase transition (GO:1902807)	2/35	0.025558495823783535	0.28194349988227235	0	0	8.582251082251082	31.469273826094202	DLG1;CDKN2C
regulation of autophagosome assembly (GO:2000785)	2/35	0.025558495823783535	0.28194349988227235	0	0	8.582251082251082	31.469273826094202	TMEM39A;ELAPOR1
negative regulation of organelle assembly (GO:1902116)	2/35	0.025558495823783535	0.28194349988227235	0	0	8.582251082251082	31.469273826094202	ODF2L;TMEM39A
regulation of mitotic spindle organization (GO:0060236)	2/35	0.025558495823783535	0.28194349988227235	0	0	8.582251082251082	31.469273826094202	GPSM2;PSRC1
regulation of regulated secretory pathway (GO:1903305)	2/35	0.025558495823783535	0.28194349988227235	0	0	8.582251082251082	31.469273826094202	GSK3B;SYT11
positive regulation of immunoglobulin production (GO:0002639)	2/35	0.025558495823783535	0.28194349988227235	0	0	8.582251082251082	31.469273826094202	CD86;TFRC
protein complex oligomerization (GO:0051259)	3/90	0.02629228194761961	0.28194349988227235	0	0	4.904738278342843	17.845791370429332	ZNHIT6;LRRC8C;BCL10
response to lipopolysaccharide (GO:0032496)	4/159	0.026840046794168015	0.28194349988227235	0	0	3.684525479195886	13.33009817340192	CD86;CD80;BCL10;S100A8
negative regulation of cellular protein localization (GO:1903828)	2/36	0.026937969337134157	0.28194349988227235	0	0	8.329411764705883	30.104313994845032	GSK3B;OTUD7B
regulation of osteoclast differentiation (GO:0045670)	2/36	0.026937969337134157	0.28194349988227235	0	0	8.329411764705883	30.104313994845032	CSF1;BGLAP
regulation of sodium ion transport (GO:0002028)	2/36	0.026937969337134157	0.28194349988227235	0	0	8.329411764705883	30.104313994845032	DLG1;ATP1A1
toll-like receptor signaling pathway (GO:0002224)	3/91	0.027050938842833862	0.28194349988227235	0	0	4.848757357750164	17.504176817818625	CTSK;BCL10;S100A8
positive regulation of cellular component biogenesis (GO:0044089)	3/92	0.027821228466313012	0.28194349988227235	0	0	4.7940344353730495	17.17202010218604	GSK3B;TFRC;FAF1
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	2/37	0.028346906421859636	0.28194349988227235	0	0	8.091020408163265	28.830226325793856	DLG1;CDKN2C
regulation of p38MAPK cascade (GO:1900744)	2/37	0.028346906421859636	0.28194349988227235	0	0	8.091020408163265	28.830226325793856	DLG1;GADD45A
negative regulation of cell death (GO:0060548)	3/94	0.029396652594613135	0.28194349988227235	0	0	4.68819669539094	16.534681228026383	GSK3B;CSF1;GBA
regulation of axon extension (GO:0030516)	2/38	0.02978482550515273	0.28194349988227235	0	0	7.8658730158730155	27.638760285590322	GSK3B;MACF1
ventricular septum development (GO:0003281)	2/38	0.02978482550515273	0.28194349988227235	0	0	7.8658730158730155	27.638760285590322	HEYL;GJA5
positive regulation of cytokine production (GO:0001819)	6/335	0.03255924107830472	0.28194349988227235	0	0	2.6187645270874307	8.968467285168012	CD86;POLR3C;CD80;S100A13;ARNT;BCL10
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	4/171	0.033767454749930766	0.28194349988227235	0	0	3.4176863663976396	11.580002548977253	TFRC;S100A13;S100A4;BCL10
regulation of cell development (GO:0060284)	2/41	0.03426773765610223	0.28194349988227235	0	0	7.25970695970696	24.490991387318655	NOTCH2;HEYL
import into cell (GO:0098657)	2/41	0.03426773765610223	0.28194349988227235	0	0	7.25970695970696	24.490991387318655	LRRC8C;SLC5A3
negative regulation of autophagosome maturation (GO:1901097)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	TMEM39A
activation of protein kinase C activity (GO:1990051)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	CD86
negative regulation of calcium ion-dependent exocytosis (GO:0045955)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	STXBP3
regulation of basement membrane assembly involved in embryonic body morphogenesis (GO:1904259)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	PHLDB2
negative regulation of histone deacetylation (GO:0031064)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	PRMT6
negative regulation of histone H3-K27 methylation (GO:0061086)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	MTF2
beta-catenin destruction complex assembly (GO:1904885)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	GSK3B
negative regulation of protein acetylation (GO:1901984)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	GSK3B
negative regulation of skeletal muscle cell differentiation (GO:2001015)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	AKIRIN1
regulation of growth rate (GO:0040009)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	NOTCH2
negative regulation of tubulin deacetylation (GO:1904428)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	PRKAA2
regulation of interleukin-1 alpha production (GO:0032650)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	S100A13
cyclic-GMP-AMP transmembrane import across plasma membrane (GO:0140361)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	LRRC8C
regulation of mononuclear cell proliferation (GO:0032944)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	CSF1
peptidyl-cysteine S-nitrosylation (GO:0018119)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	S100A8
positive regulation of 3'-UTR-mediated mRNA stabilization (GO:1905870)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	ELAVL4
positive regulation of action potential (GO:0045760)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	GBA
positive regulation of basement membrane assembly involved in embryonic body morphogenesis (GO:1904261)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	PHLDB2
forebrain regionalization (GO:0021871)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	WNT2B
glucosylceramide metabolic process (GO:0006678)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	GBA
positive regulation of histone H3-K27 methylation (GO:0061087)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	MTF2
positive regulation of mononuclear cell proliferation (GO:0032946)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	CSF1
positive regulation of protein localization to cell cortex (GO:1904778)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	GPSM2
maintenance of animal organ identity (GO:0048496)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	IQCB1
vesicle tethering to Golgi (GO:0099041)	1/5	0.03500271685162533	0.28194349988227235	0	0	35.202127659574465	118.00913440145813	TBC1D23
development of primary male sexual characteristics (GO:0046546)	2/43	0.03739266155387284	0.28194349988227235	0	0	6.904878048780488	22.691368219857445	WNT2B;CSDE1
male gonad development (GO:0008584)	2/43	0.03739266155387284	0.28194349988227235	0	0	6.904878048780488	22.691368219857445	WNT2B;CSDE1
RNA processing (GO:0006396)	4/179	0.03891336043342399	0.28194349988227235	0	0	3.2601242236024843	10.583724760230522	PRPF3;PABPC4;ELAVL4;RNPC3
positive regulation of cell-matrix adhesion (GO:0001954)	2/44	0.03899465098727292	0.28194349988227235	0	0	6.740136054421769	21.867230973498668	GSK3B;CSF1
small GTPase mediated signal transduction (GO:0007264)	3/106	0.039816531968801055	0.28194349988227235	0	0	4.139484528881749	13.343516930829415	ARHGAP31;ARHGAP30;SHC1
negative regulation of cytokine production (GO:0001818)	4/182	0.04095256333479695	0.28194349988227235	0	0	3.2046897899364923	10.240076274094482	SARS1;SYT11;GBA;OTUD7B
positive regulation of intracellular signal transduction (GO:1902533)	8/546	0.0412133180445569	0.28194349988227235	0	0	2.1439272041280586	6.836970607395318	CD86;TFRC;SHC1;CD80;S100A13;S100A4;BCL10;S100A8
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	8/547	0.04158375482930089	0.28194349988227235	0	0	2.1398388391991805	6.804785292642897	PRMT6;GSK3B;KDM4A;HEYL;SHC1;DMAP1;ZNF148;GIGYF2
positive regulation of transcription, DNA-templated (GO:0045893)	14/1183	0.04180341033011386	0.28194349988227235	0	0	1.7485965568862276	5.551404753467643	CD86;AKIRIN1;USP16;SHC1;CD80;EAF2;ARNT;BCL10;MYSM1;DCAF6;HEYL;PSRC1;MTF1;MTF2
regulation of 3'-UTR-mediated mRNA stabilization (GO:1905868)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	ELAVL4
negative regulation of glycogen biosynthetic process (GO:0045719)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	GSK3B
regulation of hormone biosynthetic process (GO:0046885)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	ARNT
regulation of protein lipidation (GO:1903059)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	GBA
regulation of translational elongation (GO:0006448)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	USP16
regulation of ventricular cardiac muscle cell membrane depolarization (GO:0060373)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	GJA5
glycosylceramide catabolic process (GO:0046477)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	GBA
guanine nucleotide transmembrane transport (GO:1903790)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	LRRC8C
heparan sulfate proteoglycan biosynthetic process, enzymatic modification (GO:0015015)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	HS2ST1
histone H3-K36 methylation (GO:0010452)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	ASH1L
positive regulation of microglial cell migration (GO:1904141)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	CSF1
ruffle assembly (GO:0097178)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	PIP5K1A
snoRNA localization (GO:0048254)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	ZNHIT6
positive regulation of T-helper 2 cell differentiation (GO:0045630)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	CD86
vesicle localization (GO:0051648)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	SYT11
protein deubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0071947)	1/6	0.04185589146242021	0.28194349988227235	0	0	28.160283687943263	89.36729998028277	OTUD7B
positive regulation of nucleocytoplasmic transport (GO:0046824)	2/46	0.0422754560998356	0.28194349988227235	0	0	6.433116883116883	20.35147787948217	GSK3B;DMAP1
positive regulation of organelle assembly (GO:1902117)	2/46	0.0422754560998356	0.28194349988227235	0	0	6.433116883116883	20.35147787948217	GPSM2;ELAPOR1
regulation of interleukin-6 production (GO:0032675)	3/110	0.04365316402813184	0.28194349988227235	0	0	3.9839306125193303	12.475597094307817	SYT11;GBA;BCL10
polyol metabolic process (GO:0019751)	2/47	0.04395339505890403	0.28194349988227235	0	0	6.28984126984127	19.653397854239824	SYNJ1;SLC5A3
base-excision repair (GO:0006284)	2/48	0.04565578189304879	0.28194349988227235	0	0	6.1527950310559	18.991371103875597	PRMT6;MUTYH
regulation of interleukin-2 production (GO:0032663)	2/48	0.04565578189304879	0.28194349988227235	0	0	6.1527950310559	18.991371103875597	CD86;CD80
regulation of mitochondrion organization (GO:0010821)	2/48	0.04565578189304879	0.28194349988227235	0	0	6.1527950310559	18.991371103875597	PRMT6;GSK3B
