Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	6/60	0.015351971650483989	0.7638375373522555	0	0	3.2055888223552893	13.388178154212428	CD84;CADM3;NEXN;NECTIN4;NECTIN3;ROBO1
cellular hyperosmotic response (GO:0071474)	2/6	0.015542971790201398	0.7638375373522555	0	0	14.376488095238095	59.86580571002909	ARHGEF2;RCSD1
chitin catabolic process (GO:0006032)	2/6	0.015542971790201398	0.7638375373522555	0	0	14.376488095238095	59.86580571002909	OVGP1;CHI3L2
chitin metabolic process (GO:0006030)	2/6	0.015542971790201398	0.7638375373522555	0	0	14.376488095238095	59.86580571002909	OVGP1;CHI3L2
regulation of protein lipidation (GO:1903059)	2/6	0.015542971790201398	0.7638375373522555	0	0	14.376488095238095	59.86580571002909	GBA;RABL3
guanine nucleotide transmembrane transport (GO:1903790)	2/6	0.015542971790201398	0.7638375373522555	0	0	14.376488095238095	59.86580571002909	LRRC8C;LRRC8D
polyphosphate metabolic process (GO:0006797)	2/6	0.015542971790201398	0.7638375373522555	0	0	14.376488095238095	59.86580571002909	PRUNE1;BNIPL
cellular response to lectin (GO:1990858)	9/115	0.015786523479684646	0.7638375373522555	0	0	2.453965101432827	10.18051630017093	PSMA5;NRAS;PSMB4;PSMB2;BCL10;PRKACB;MUC20;MUC4;PAK2
stimulatory C-type lectin receptor signaling pathway (GO:0002223)	9/115	0.015786523479684646	0.7638375373522555	0	0	2.453965101432827	10.18051630017093	PSMA5;NRAS;PSMB4;PSMB2;BCL10;PRKACB;MUC20;MUC4;PAK2
negative regulation of T cell activation (GO:0050868)	5/45	0.017211454267706778	0.7638375373522555	0	0	3.6035127055306426	14.638117858386758	CD86;CD80;GLMN;TNFAIP8L2;TIGIT
heterotypic cell-cell adhesion (GO:0034113)	4/30	0.017470875488958516	0.7638375373522555	0	0	4.431687715269804	17.936015342197102	CD2;CD1D;CD58;CD200
monosaccharide transmembrane transport (GO:0015749)	3/17	0.01820991991348632	0.7638375373522555	0	0	6.167340855865446	24.705064822558253	SLC5A9;SLC50A1;SLC5A3
positive regulation of smooth muscle cell migration (GO:0014911)	3/17	0.01820991991348632	0.7638375373522555	0	0	6.167340855865446	24.705064822558253	ADAMTS1;DOCK7;S100A11
innate immune response activating cell surface receptor signaling pathway (GO:0002220)	9/119	0.01932067663782219	0.7638375373522555	0	0	2.364237867395762	9.33065253071602	PSMA5;NRAS;PSMB4;PSMB2;BCL10;PRKACB;MUC20;MUC4;PAK2
positive regulation of cellular catabolic process (GO:0031331)	10/141	0.021176017395312576	0.7638375373522555	0	0	2.206727674054999	8.506683600184381	SH3GLB1;MOV10;GSK3B;TMEM59;PRKAA2;FAF1;ZC3H12A;ZBTB20;ARNT;ATF6
pyrimidine ribonucleotide biosynthetic process (GO:0009220)	2/7	0.02127825922273289	0.7638375373522555	0	0	11.500595238095238	44.27809005291335	CMPK1;CTPS1
cyclic nucleotide transport (GO:0070729)	2/7	0.02127825922273289	0.7638375373522555	0	0	11.500595238095238	44.27809005291335	LRRC8C;LRRC8D
G protein-coupled receptor internalization (GO:0002031)	2/7	0.02127825922273289	0.7638375373522555	0	0	11.500595238095238	44.27809005291335	SAG;DRD3
response to alkaloid (GO:0043279)	2/7	0.02127825922273289	0.7638375373522555	0	0	11.500595238095238	44.27809005291335	CHRNB2;DRD3
histone H3-K14 acetylation (GO:0044154)	2/7	0.02127825922273289	0.7638375373522555	0	0	11.500595238095238	44.27809005291335	ING5;MEAF6
hyperosmotic response (GO:0006972)	2/7	0.02127825922273289	0.7638375373522555	0	0	11.500595238095238	44.27809005291335	ARHGEF2;RCSD1
T-helper 17 cell differentiation (GO:0072539)	2/7	0.02127825922273289	0.7638375373522555	0	0	11.500595238095238	44.27809005291335	RORC;SLAMF6
negative regulation of neurotransmitter secretion (GO:0046929)	2/7	0.02127825922273289	0.7638375373522555	0	0	11.500595238095238	44.27809005291335	RAP1A;SYT11
positive regulation of oxidative stress-induced cell death (GO:1903209)	2/7	0.02127825922273289	0.7638375373522555	0	0	11.500595238095238	44.27809005291335	SFPQ;SOD1
protein desumoylation (GO:0016926)	2/7	0.02127825922273289	0.7638375373522555	0	0	11.500595238095238	44.27809005291335	SENP7;SENP5
pulmonary valve development (GO:0003177)	3/18	0.021315434194204962	0.7638375373522555	0	0	5.755886736214605	22.150516254450512	NOTCH2;HEYL;ROBO1
response to interferon-alpha (GO:0035455)	3/18	0.021315434194204962	0.7638375373522555	0	0	5.755886736214605	22.150516254450512	IFNAR2;ADAR;IFNAR1
positive regulation of CREB transcription factor activity (GO:0032793)	3/18	0.021315434194204962	0.7638375373522555	0	0	5.755886736214605	22.150516254450512	CRTC2;LRP8;CD200
positive regulation of mRNA splicing, via spliceosome (GO:0048026)	3/18	0.021315434194204962	0.7638375373522555	0	0	5.755886736214605	22.150516254450512	SF3B4;THRAP3;CELF3
GPI anchor biosynthetic process (GO:0006506)	4/32	0.021750190113784682	0.7638375373522555	0	0	4.1147121535181235	15.751664477706395	DPM3;PIGK;PIGM;PIGX
adherens junction organization (GO:0034332)	5/49	0.024090953977844148	0.7638375373522555	0	0	3.2752412012501697	12.203282971187253	CADM3;CADM2;NECTIN4;PAK2;NECTIN3
fatty acid transmembrane transport (GO:1902001)	3/19	0.02469181975679506	0.7638375373522555	0	0	5.395864381520119	19.971622584832758	ABCD3;PRKAA2;CPT2
regulation of synaptic vesicle exocytosis (GO:2000300)	3/19	0.02469181975679506	0.7638375373522555	0	0	5.395864381520119	19.971622584832758	GSK3B;RAP1A;RIMS3
ER overload response (GO:0006983)	2/8	0.027744530474331983	0.7638375373522555	0	0	9.583333333333334	34.3535336831384	GSK3B;TMCO1
leukocyte aggregation (GO:0070486)	2/8	0.027744530474331983	0.7638375373522555	0	0	9.583333333333334	34.3535336831384	S100A9;JAM2
natural killer cell differentiation (GO:0001779)	2/8	0.027744530474331983	0.7638375373522555	0	0	9.583333333333334	34.3535336831384	RABL3;PBX1
negative regulation of microglial cell activation (GO:1903979)	2/8	0.027744530474331983	0.7638375373522555	0	0	9.583333333333334	34.3535336831384	SYT11;TAFA3
negative regulation of mitochondrial fusion (GO:0010637)	2/8	0.027744530474331983	0.7638375373522555	0	0	9.583333333333334	34.3535336831384	TFRC;OMA1
negative regulation of regulated secretory pathway (GO:1903306)	2/8	0.027744530474331983	0.7638375373522555	0	0	9.583333333333334	34.3535336831384	RAP1A;STXBP3
positive regulation of execution phase of apoptosis (GO:1900119)	2/8	0.027744530474331983	0.7638375373522555	0	0	9.583333333333334	34.3535336831384	ZC3H12A;BOK
positive regulation of extracellular matrix disassembly (GO:0090091)	2/8	0.027744530474331983	0.7638375373522555	0	0	9.583333333333334	34.3535336831384	MELTF;DDR2
positive regulation of vascular associated smooth muscle cell migration (GO:1904754)	2/8	0.027744530474331983	0.7638375373522555	0	0	9.583333333333334	34.3535336831384	ADAMTS1;DOCK7
regulation of microtubule-based process (GO:0032886)	4/36	0.03208483569018084	0.7638375373522555	0	0	3.5996268656716417	12.38045502026336	GSK3B;PRKAA2;PHLDB2;EPHA3
cyclic purine nucleotide metabolic process (GO:0052652)	3/21	0.032254714010167475	0.7638375373522555	0	0	4.795827123695976	16.469307125433886	NPR1;AMPD2;ADCY5
intracellular lipid transport (GO:0032365)	3/21	0.032254714010167475	0.7638375373522555	0	0	4.795827123695976	16.469307125433886	ABCD3;PRKAA2;CPT2
positive regulation of glycolytic process (GO:0045821)	3/21	0.032254714010167475	0.7638375373522555	0	0	4.795827123695976	16.469307125433886	PRKAA2;ARNT;ZBTB20
positive regulation of purine nucleotide metabolic process (GO:1900544)	3/21	0.032254714010167475	0.7638375373522555	0	0	4.795827123695976	16.469307125433886	PRKAA2;ARNT;ZBTB20
positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707)	3/21	0.032254714010167475	0.7638375373522555	0	0	4.795827123695976	16.469307125433886	JUN;ADAMTS1;MEF2D
positive regulation of cellular protein localization (GO:1903829)	6/71	0.032322391256597485	0.7638375373522555	0	0	2.66158452326117	9.134544938709432	GSK3B;PRKAA2;TFRC;SYT11;PDZK1;SLC5A3
regulation of interleukin-6 production (GO:0032675)	8/110	0.03254367616484857	0.7638375373522555	0	0	2.2639109697933226	7.754284939315864	SYT11;ZC3H12A;GBA;BCL10;ARHGEF2;CD47;CD200;SLAMF1
positive regulation of programmed cell death (GO:0043068)	16/286	0.03362837335699311	0.7638375373522555	0	0	1.716176967240797	5.821933212459189	VAV3;ARHGEF11;JUN;GADD45A;FAF1;ITSN1;BCL10;OMA1;SOD1;APH1A;ING5;ADAMTSL4;FAM162A;ARHGEF2;ATF6;BOK
positive regulation of apoptotic process (GO:0043065)	17/310	0.03432361059866563	0.7638375373522555	0	0	1.680827632064249	5.6676193446378855	VAV3;ARHGEF11;JUN;GADD45A;FAF1;ITSN1;BCL10;OMA1;SOD1;APH1A;ING5;ADAMTSL4;FAM162A;ZC3H12A;ARHGEF2;ATF6;BOK
glucosamine-containing compound catabolic process (GO:1901072)	2/9	0.03488615446871869	0.7638375373522555	0	0	8.213860544217686	27.56296638493022	OVGP1;CHI3L2
negative regulation of protein-containing complex disassembly (GO:0043242)	2/9	0.03488615446871869	0.7638375373522555	0	0	8.213860544217686	27.56296638493022	RUBCN;TMEM39A
protein hexamerization (GO:0034214)	2/9	0.03488615446871869	0.7638375373522555	0	0	8.213860544217686	27.56296638493022	LRRC8C;LRRC8D
regulation of microtubule cytoskeleton organization (GO:0070507)	4/37	0.03504719069113313	0.7638375373522555	0	0	3.4903663500678426	11.696426433418466	GSK3B;PRKAA2;PHLDB2;EPHA3
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	7/92	0.03573099639541797	0.7638375373522555	0	0	2.3756415909692215	7.915012323460296	HAX1;CD80;TNK2;ARHGEF2;LRP8;SAMSN1;PAK2
regulation of adenylate cyclase activity (GO:0045761)	3/22	0.03643757283952712	0.7638375373522555	0	0	4.543179857243706	15.047715043428601	CAP1;GNAI3;DRD3
heme biosynthetic process (GO:0006783)	3/22	0.03643757283952712	0.7638375373522555	0	0	4.543179857243706	15.047715043428601	UROD;CPOX;PPOX
negative regulation of lymphocyte activation (GO:0051250)	3/22	0.03643757283952712	0.7638375373522555	0	0	4.543179857243706	15.047715043428601	TNFAIP8L2;TIGIT;SAMSN1
proteasomal ubiquitin-independent protein catabolic process (GO:0010499)	3/22	0.03643757283952712	0.7638375373522555	0	0	4.543179857243706	15.047715043428601	PSMA5;PSMB4;PSMB2
ventricular septum development (GO:0003281)	4/38	0.03816273515649024	0.7638375373522555	0	0	3.3875329236172083	11.063329408585583	TGFBR3;HEYL;GJA5;ROBO1
mRNA destabilization (GO:0061157)	4/38	0.03816273515649024	0.7638375373522555	0	0	3.3875329236172083	11.063329408585583	MOV10;TUT4;ZC3H12A;GIGYF2
positive regulation of kinase activity (GO:0033674)	8/114	0.03898600362349947	0.7638375373522555	0	0	2.178027083687461	7.06672339088835	RAP1A;LMO4;TIE1;INSRR;JTB;CCN1;EPHA3;DDR2
positive regulation of lymphocyte proliferation (GO:0050671)	6/75	0.04067955041114904	0.7638375373522555	0	0	2.506769070554543	8.026749164618284	CD86;CHRNB2;VAV3;TFRC;CD80;CD1D
hexose transmembrane transport (GO:0008645)	3/23	0.04088418028803244	0.7638375373522555	0	0	4.315797317436662	13.797656162041168	SLC5A9;SLC50A1;SLC5A3
mitotic cell cycle checkpoint signaling (GO:0007093)	3/23	0.04088418028803244	0.7638375373522555	0	0	4.315797317436662	13.797656162041168	PLK3;INTS3;PRCC
regulation of receptor binding (GO:1900120)	2/10	0.04265040991038732	0.7638375373522555	0	0	7.1867559523809526	22.672191196608054	ADAM15;PTPRF
regulation of store-operated calcium entry (GO:2001256)	2/10	0.04265040991038732	0.7638375373522555	0	0	7.1867559523809526	22.672191196608054	CD84;CASQ1
regulation of T-helper 17 cell differentiation (GO:2000319)	2/10	0.04265040991038732	0.7638375373522555	0	0	7.1867559523809526	22.672191196608054	NFKBIZ;ZC3H12A
removal of superoxide radicals (GO:0019430)	2/10	0.04265040991038732	0.7638375373522555	0	0	7.1867559523809526	22.672191196608054	PRDX1;SOD1
negative regulation of receptor binding (GO:1900121)	2/10	0.04265040991038732	0.7638375373522555	0	0	7.1867559523809526	22.672191196608054	ADAM15;PTPRF
positive regulation of circadian rhythm (GO:0042753)	2/10	0.04265040991038732	0.7638375373522555	0	0	7.1867559523809526	22.672191196608054	THRAP3;RORC
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	4/40	0.044854404421149414	0.7638375373522555	0	0	3.199004975124378	9.93077828512565	SFPQ;S100A9;BOK;SOD1
RNA modification (GO:0009451)	5/58	0.045384151496807974	0.7638375373522555	0	0	2.7177990241701218	8.405044391770076	QTRT2;NSUN4;NSUN3;ADAR;TRIT1
mRNA splicing, via spliceosome (GO:0000398)	15/274	0.04539965362027522	0.7638375373522555	0	0	1.6756698167927302	5.181591337333271	SF3B4;SF3A3;PRPF38A;NCBP2;PRCC;YBX1;RNPC3;WDR77;SFPQ;SCNM1;PRPF3;MAGOH;PPIE;PPIH;SRSF11
negative regulation of stress fiber assembly (GO:0051497)	3/24	0.04559069548170517	0.7638375373522555	0	0	4.110070257611241	12.692109157345609	F11R;PAK2;PHLDB2
porphyrin-containing compound biosynthetic process (GO:0006779)	3/24	0.04559069548170517	0.7638375373522555	0	0	4.110070257611241	12.692109157345609	UROD;CPOX;PPOX
positive regulation of carbohydrate metabolic process (GO:0045913)	3/24	0.04559069548170517	0.7638375373522555	0	0	4.110070257611241	12.692109157345609	PRKAA2;ARNT;ZBTB20
protein K48-linked deubiquitination (GO:0071108)	3/24	0.04559069548170517	0.7638375373522555	0	0	4.110070257611241	12.692109157345609	MINDY1;USP33;OTUD7B
positive regulation of apoptotic signaling pathway (GO:2001235)	5/59	0.04827071967942416	0.7638375373522555	0	0	2.667331008138183	8.084493892483245	ING5;BCL10;S100A9;PAK2;BOK
positive regulation of phosphorylation (GO:0042327)	14/253	0.04829542577347393	0.7638375373522555	0	0	1.6940408266768099	5.133652537745199	PRKAA2;TFRC;LMO4;TIE1;INSRR;GLMN;ZBTB20;ARNT;BCL10;LEPR;RSPO1;CCN1;EPHA3;DDR2
regulation of cell development (GO:0060284)	4/41	0.0484303215769458	0.7638375373522555	0	0	3.1123840258168616	9.42314470387491	NOTCH2;HEYL;DOCK7;PRUNE1
regulation of ion transport (GO:0043269)	6/79	0.05028809777624465	0.7638375373522555	0	0	2.368919694856862	7.083038747232731	CHRNB2;KCNJ10;SYT11;PDZK1;ATP1A1;DRD3
regulation of dopamine secretion (GO:0014059)	3/25	0.05055261131327005	0.7638375373522555	0	0	3.9230456577699497	11.709273951778961	CHRNB2;SYT11;DRD3
RNA splicing, via transesterification reactions (GO:0000375)	3/25	0.05055261131327005	0.7638375373522555	0	0	3.9230456577699497	11.709273951778961	SF3B4;SF3A3;PRPF3
negative regulation of endocytosis (GO:0045806)	3/25	0.05055261131327005	0.7638375373522555	0	0	3.9230456577699497	11.709273951778961	RUBCN;SYT11;EPHA3
carnitine shuttle (GO:0006853)	2/11	0.05098735277970633	0.7638375373522555	0	0	6.387896825396825	19.01151583713567	PRKAA2;CPT2
regulation of lymphocyte migration (GO:2000401)	2/11	0.05098735277970633	0.7638375373522555	0	0	6.387896825396825	19.01151583713567	GCSAM;JAM2
regulation of mitochondrial fusion (GO:0010635)	2/11	0.05098735277970633	0.7638375373522555	0	0	6.387896825396825	19.01151583713567	TFRC;OMA1
desensitization of G protein-coupled receptor signaling pathway (GO:0002029)	2/11	0.05098735277970633	0.7638375373522555	0	0	6.387896825396825	19.01151583713567	SAG;DRD3
Golgi inheritance (GO:0048313)	2/11	0.05098735277970633	0.7638375373522555	0	0	6.387896825396825	19.01151583713567	PLK3;STK25
response to sterol (GO:0036314)	2/11	0.05098735277970633	0.7638375373522555	0	0	6.387896825396825	19.01151583713567	PMVK;RORC
negative regulation of lymphocyte migration (GO:2000402)	2/11	0.05098735277970633	0.7638375373522555	0	0	6.387896825396825	19.01151583713567	GCSAM;CD200
Notch signaling involved in heart development (GO:0061314)	2/11	0.05098735277970633	0.7638375373522555	0	0	6.387896825396825	19.01151583713567	NOTCH2;HEYL
Notch signaling pathway (GO:0007219)	5/60	0.051263336087288246	0.7638375373522555	0	0	2.618698192689224	7.779574851165135	NOTCH2;APH1A;HEYL;YBX1;PBX1
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	4/42	0.052159032465052824	0.7638375373522555	0	0	3.0303220738413197	8.949928701567902	CADM3;ALCAM;NECTIN4;NECTIN3
regulation of organelle organization (GO:0033043)	6/80	0.05288953773556776	0.7638375373522555	0	0	2.3367858876840915	6.869098334679908	PRMT6;SYT11;NEXN;F11R;S100A9;PAK2
glycerophospholipid metabolic process (GO:0006650)	6/80	0.05288953773556776	0.7638375373522555	0	0	2.3367858876840915	6.869098334679908	SYNJ1;ACP6;PIP5K1A;PIGM;PIGX;PLA1A
clathrin-dependent endocytosis (GO:0072583)	3/26	0.05576482448877849	0.7638375373522555	0	0	3.75228406661051	10.831388191111905	SGIP1;ITSN1;FNBP1L
positive regulation of interleukin-2 production (GO:0032743)	3/26	0.05576482448877849	0.7638375373522555	0	0	3.75228406661051	10.831388191111905	CD86;CD80;GLMN
substantia nigra development (GO:0021762)	4/43	0.05603976432526075	0.7638375373522555	0	0	2.9524684270952926	8.508109851802379	ATP5PB;S100A1;SYPL2;ZNF148
chromatin remodeling (GO:0006338)	7/103	0.05932893119395092	0.7638375373522555	0	0	2.1022301349325336	5.938081617243436	HDAC4;KDM4A;DR1;CHD1L;MYSM1;GATAD2B;BRDT
purine nucleotide biosynthetic process (GO:0006164)	2/12	0.05984968951189143	0.7638375373522555	0	0	5.748809523809523	16.188182165321187	AMPD2;GART
pyrimidine nucleobase metabolic process (GO:0006206)	2/12	0.05984968951189143	0.7638375373522555	0	0	5.748809523809523	16.188182165321187	DPYD;CTPS1
regulation of feeding behavior (GO:0060259)	2/12	0.05984968951189143	0.7638375373522555	0	0	5.748809523809523	16.188182165321187	SGIP1;LEPR
energy coupled proton transport, down electrochemical gradient (GO:0015985)	2/12	0.05984968951189143	0.7638375373522555	0	0	5.748809523809523	16.188182165321187	ATP5PB;ATP5PO
regulation of vascular associated smooth muscle cell migration (GO:1904752)	2/12	0.05984968951189143	0.7638375373522555	0	0	5.748809523809523	16.188182165321187	ADAMTS1;DOCK7
thyroid hormone generation (GO:0006590)	2/12	0.05984968951189143	0.7638375373522555	0	0	5.748809523809523	16.188182165321187	CTSK;DIO1
negative regulation of calcineurin-mediated signaling (GO:0106057)	2/12	0.05984968951189143	0.7638375373522555	0	0	5.748809523809523	16.188182165321187	GSK3B;RCAN1
negative regulation of calcineurin-NFAT signaling cascade (GO:0070885)	2/12	0.05984968951189143	0.7638375373522555	0	0	5.748809523809523	16.188182165321187	GSK3B;RCAN1
negative regulation of cilium assembly (GO:1902018)	2/12	0.05984968951189143	0.7638375373522555	0	0	5.748809523809523	16.188182165321187	ODF2L;CEP97
positive regulation of endoplasmic reticulum unfolded protein response (GO:1900103)	2/12	0.05984968951189143	0.7638375373522555	0	0	5.748809523809523	16.188182165321187	ATF6;BOK
positive regulation of viral process (GO:0048524)	5/63	0.060878194379948236	0.7638375373522555	0	0	2.482861708159373	6.949232535240294	PPIE;ADAR;PPIH;PKN2;TMEM39A
regulation of cell junction assembly (GO:1901888)	3/27	0.06122170087226652	0.7638375373522555	0	0	3.59575260804769	10.043848783735124	CHRNB2;RAP1A;F11R
negative regulation of actin filament bundle assembly (GO:0032232)	3/27	0.06122170087226652	0.7638375373522555	0	0	3.59575260804769	10.043848783735124	F11R;PAK2;PHLDB2
translational elongation (GO:0006414)	7/104	0.06185638154679897	0.7638375373522555	0	0	2.080449465988655	5.789766052831815	MRPS15;LTN1;MRPL39;MRPS21;MRPL9;MRPS6;DAP3
positive regulation of cytokine production (GO:0001819)	17/335	0.06228910150518376	0.7638375373522555	0	0	1.5466528818816232	4.293460151034211	CD86;POLR3GL;CD80;GLMN;ARNT;BCL10;SOD1;CD2;S100A13;SLAMF6;ARHGEF2;CD58;LRRFIP1;TIGIT;CD200;CD244;IL12RB2
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	10/170	0.06238422003191754	0.7638375373522555	0	0	1.8040286144578312	5.005174416302887	NTNG1;CD84;CADM3;ALCAM;CLDN8;NEXN;NECTIN4;NECTIN3;PTPRF;ROBO1
glycogen metabolic process (GO:0005977)	3/28	0.06691713652214634	0.7638375373522555	0	0	3.4517436661698957	9.334551063805675	GSK3B;AGL;PGM1
histone mRNA metabolic process (GO:0008334)	3/28	0.06691713652214634	0.7638375373522555	0	0	3.4517436661698957	9.334551063805675	LSM10;NCBP2;TUT4
keratan sulfate biosynthetic process (GO:0018146)	3/28	0.06691713652214634	0.7638375373522555	0	0	3.4517436661698957	9.334551063805675	B4GALT3;ST3GAL6;ST3GAL3
ventricular septum morphogenesis (GO:0060412)	3/28	0.06691713652214634	0.7638375373522555	0	0	3.4517436661698957	9.334551063805675	TGFBR3;HEYL;ROBO1
positive regulation of cell communication (GO:0010647)	3/28	0.06691713652214634	0.7638375373522555	0	0	3.4517436661698957	9.334551063805675	RIMS3;CD80;WLS
small GTPase mediated signal transduction (GO:0007264)	7/106	0.06710586098213756	0.7638375373522555	0	0	2.038208168642951	5.5061865358103494	DIRAS3;JUN;ARHGAP31;NRAS;RIT1;SETDB1;TNK2
plasma membrane bounded cell projection organization (GO:0120036)	8/128	0.06800549326406358	0.7638375373522555	0	0	1.9225225225225224	5.168061205327234	GSK3B;DOCK7;GBA;TBC1D23;NCDN;ROPN1;CFAP126;IQCG
positive regulation of nucleocytoplasmic transport (GO:0046824)	4/46	0.06858269200880941	0.7638375373522555	0	0	2.7411513859275054	7.345504703137544	GSK3B;NCBP2;ZC3H12A;DMAP1
regulation of autophagosome maturation (GO:1901096)	2/13	0.06919265551519586	0.7638375373522555	0	0	5.225919913419913	13.957703366428436	RUBCN;TMEM39A
kinetochore organization (GO:0051383)	2/13	0.06919265551519586	0.7638375373522555	0	0	5.225919913419913	13.957703366428436	NUF2;POGZ
UDP-N-acetylglucosamine metabolic process (GO:0006047)	2/13	0.06919265551519586	0.7638375373522555	0	0	5.225919913419913	13.957703366428436	SLC35A3;UAP1
