Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
glucose:sodium symporter activity (GO:0005412)	1/7	0.07189185201931281	0.3343150468816873	0	0	15.625592417061611	41.135814974954755	SLC5A3
intramolecular oxidoreductase activity, interconverting aldoses and ketoses (GO:0016861)	1/8	0.08173322422814254	0.3343150468816873	0	0	13.39268788083954	33.539237258401236	HYI
aryl hydrocarbon receptor binding (GO:0017162)	1/8	0.08173322422814254	0.3343150468816873	0	0	13.39268788083954	33.539237258401236	ARNT
tubulin-glutamic acid ligase activity (GO:0070740)	1/8	0.08173322422814254	0.3343150468816873	0	0	13.39268788083954	33.539237258401236	TTLL7
mitogen-activated protein kinase kinase binding (GO:0031434)	1/8	0.08173322422814254	0.3343150468816873	0	0	13.39268788083954	33.539237258401236	DLG1
oxidized DNA binding (GO:0032356)	1/8	0.08173322422814254	0.3343150468816873	0	0	13.39268788083954	33.539237258401236	MUTYH
cyclin-dependent protein serine/threonine kinase activator activity (GO:0061575)	1/8	0.08173322422814254	0.3343150468816873	0	0	13.39268788083954	33.539237258401236	CKS1B
estradiol 17-beta-dehydrogenase activity (GO:0004303)	1/8	0.08173322422814254	0.3343150468816873	0	0	13.39268788083954	33.539237258401236	HSD17B7
pre-mRNA intronic binding (GO:0097157)	1/8	0.08173322422814254	0.3343150468816873	0	0	13.39268788083954	33.539237258401236	ELAVL4
procollagen-proline dioxygenase activity (GO:0019798)	1/8	0.08173322422814254	0.3343150468816873	0	0	13.39268788083954	33.539237258401236	P3H1
pyrimidine nucleotide-sugar transmembrane transporter activity (GO:0015165)	1/8	0.08173322422814254	0.3343150468816873	0	0	13.39268788083954	33.539237258401236	SLC35A3
ubiquitin-protein transferase inhibitor activity (GO:0055105)	1/9	0.0914707296716085	0.3343150468816873	0	0	11.718009478672986	28.02638807349727	GLMN
volume-sensitive anion channel activity (GO:0005225)	1/9	0.0914707296716085	0.3343150468816873	0	0	11.718009478672986	28.02638807349727	LRRC8D
potassium ion binding (GO:0030955)	1/9	0.0914707296716085	0.3343150468816873	0	0	11.718009478672986	28.02638807349727	ATP1A1
glucosyltransferase activity (GO:0046527)	1/9	0.0914707296716085	0.3343150468816873	0	0	11.718009478672986	28.02638807349727	GBA
3'-5' exonuclease activity (GO:0008408)	2/48	0.09189151906015422	0.3343150468816873	0	0	4.087370600414078	9.757152579596722	TOE1;ERI3
potassium channel regulator activity (GO:0015459)	2/50	0.09845760892281058	0.3343150468816873	0	0	3.9166666666666665	9.079339326341122	DLG1;SLC5A3
histone methyltransferase activity (H3-K9 specific) (GO:0046974)	1/10	0.10110545917546415	0.3343150468816873	0	0	10.415481832543444	23.86802605954351	ASH1L
adenylate cyclase binding (GO:0008179)	1/10	0.10110545917546415	0.3343150468816873	0	0	10.415481832543444	23.86802605954351	CAP1
cAMP response element binding (GO:0035497)	1/10	0.10110545917546415	0.3343150468816873	0	0	10.415481832543444	23.86802605954351	JUN
co-SMAD binding (GO:0070410)	1/10	0.10110545917546415	0.3343150468816873	0	0	10.415481832543444	23.86802605954351	TRIM33
oxidized purine DNA binding (GO:0032357)	1/10	0.10110545917546415	0.3343150468816873	0	0	10.415481832543444	23.86802605954351	MUTYH
phospholipase inhibitor activity (GO:0004859)	1/10	0.10110545917546415	0.3343150468816873	0	0	10.415481832543444	23.86802605954351	ANXA9
fatty acid synthase activity (GO:0004312)	1/10	0.10110545917546415	0.3343150468816873	0	0	10.415481832543444	23.86802605954351	ELOVL1
protein binding involved in heterotypic cell-cell adhesion (GO:0086080)	1/10	0.10110545917546415	0.3343150468816873	0	0	10.415481832543444	23.86802605954351	CD200
GTPase regulator activity (GO:0030695)	5/233	0.10256759543994136	0.3343150468816873	0	0	2.0722095092804476	4.718904354159462	CDC42SE1;VAV3;JUN;SMAP2;EVI5
thiol-dependent deubiquitinase (GO:0004843)	3/106	0.10293456220454789	0.3343150468816873	0	0	2.743299112742138	6.237334428943422	USP16;OTUD7B;MYSM1
transcription coregulator binding (GO:0001221)	2/53	0.10854341774256793	0.3343150468816873	0	0	3.6857142857142855	8.18451565442983	MTF2;ZNF644
histone methyltransferase activity (H3-K36 specific) (GO:0046975)	1/11	0.11063849224487966	0.3343150468816873	0	0	9.373459715639811	20.635551764562276	ASH1L
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines (GO:0016813)	1/11	0.11063849224487966	0.3343150468816873	0	0	9.373459715639811	20.635551764562276	DDAH1
alditol:NADP+ 1-oxidoreductase activity (GO:0004032)	1/11	0.11063849224487966	0.3343150468816873	0	0	9.373459715639811	20.635551764562276	AKR1A1
carbohydrate kinase activity (GO:0019200)	1/11	0.11063849224487966	0.3343150468816873	0	0	9.373459715639811	20.635551764562276	FGGY
potassium:proton antiporter activity (GO:0015386)	1/11	0.11063849224487966	0.3343150468816873	0	0	9.373459715639811	20.635551764562276	SLC9C1
galactosyltransferase activity (GO:0008378)	1/11	0.11063849224487966	0.3343150468816873	0	0	9.373459715639811	20.635551764562276	B4GALT3
flavin adenine dinucleotide binding (GO:0050660)	2/55	0.11541316347727215	0.3343150468816873	0	0	3.546271338724169	7.657239801315586	DPYD;PPOX
deubiquitinase activity (GO:0101005)	3/112	0.11631454204238223	0.3343150468816873	0	0	2.5915016900048284	5.575504939236855	USP16;OTUD7B;MYSM1
omega peptidase activity (GO:0008242)	3/113	0.11860550785632588	0.3343150468816873	0	0	2.567812092214006	5.474453031767375	USP16;OTUD7B;MYSM1
endopeptidase activity (GO:0004175)	6/315	0.11914137189226762	0.3343150468816873	0	0	1.8360825714016402	3.9061637531808064	PSMB4;USP16;PSMB2;ADAMTSL4;ADAMTS1;ZMPSTE24
RNA stem-loop binding (GO:0035613)	1/12	0.12007089711947924	0.3343150468816873	0	0	8.520896165445928	18.061512696944295	CSDE1
sodium:proton antiporter activity (GO:0015385)	1/12	0.12007089711947924	0.3343150468816873	0	0	8.520896165445928	18.061512696944295	SLC9C1
calcium-activated potassium channel activity (GO:0015269)	1/12	0.12007089711947924	0.3343150468816873	0	0	8.520896165445928	18.061512696944295	KCNN3
carbohydrate:cation symporter activity (GO:0005402)	1/12	0.12007089711947924	0.3343150468816873	0	0	8.520896165445928	18.061512696944295	SLC5A3
dynactin binding (GO:0034452)	1/12	0.12007089711947924	0.3343150468816873	0	0	8.520896165445928	18.061512696944295	GSK3B
poly(A)-specific ribonuclease activity (GO:0004535)	1/12	0.12007089711947924	0.3343150468816873	0	0	8.520896165445928	18.061512696944295	TOE1
glycerophospholipid flippase activity (GO:0140333)	1/12	0.12007089711947924	0.3343150468816873	0	0	8.520896165445928	18.061512696944295	ATP8B2
oxidoreduction-driven active transmembrane transporter activity (GO:0015453)	2/58	0.1259170645683504	0.3364288174427448	0	0	3.3557823129251703	6.953623266176694	NDUFS5;NDUFA10
alkali metal ion binding (GO:0031420)	1/13	0.129403730926868	0.3364288174427448	0	0	7.81042654028436	15.970901283526263	ATP1A1
monovalent cation:proton antiporter activity (GO:0005451)	1/13	0.129403730926868	0.3364288174427448	0	0	7.81042654028436	15.970901283526263	SLC9C1
phosphatidate phosphatase activity (GO:0008195)	1/13	0.129403730926868	0.3364288174427448	0	0	7.81042654028436	15.970901283526263	PLPP3
phosphatidylinositol phosphate kinase activity (GO:0016307)	1/13	0.129403730926868	0.3364288174427448	0	0	7.81042654028436	15.970901283526263	PIP5K1A
protein kinase A catalytic subunit binding (GO:0034236)	1/13	0.129403730926868	0.3364288174427448	0	0	7.81042654028436	15.970901283526263	GSK3B
GTPase inhibitor activity (GO:0005095)	1/13	0.129403730926868	0.3364288174427448	0	0	7.81042654028436	15.970901283526263	CDC42SE1
protease binding (GO:0002020)	3/118	0.13030693633345747	0.3364288174427448	0	0	2.4555439983357603	5.004061185280127	GSK3B;ADAMTSL4;ANXA9
hexosyltransferase activity (GO:0016758)	3/119	0.13269481442420103	0.3395074531213792	0	0	2.434251773634714	4.916466622233941	B4GALT3;GBA;POMGNT1
RNA polymerase II core promoter sequence-specific DNA binding (GO:0000979)	1/14	0.13863803973548888	0.3453789761831478	0	0	7.209259934378418	14.244695765376848	POU2F1
lipid phosphatase activity (GO:0042577)	1/14	0.13863803973548888	0.3453789761831478	0	0	7.209259934378418	14.244695765376848	PLPP3
metal ion:proton antiporter activity (GO:0051139)	1/14	0.13863803973548888	0.3453789761831478	0	0	7.209259934378418	14.244695765376848	SLC9C1
GTP binding (GO:0005525)	4/189	0.14165824777814662	0.3498342814695099	0	0	2.0377338877338875	3.982420420073756	NRAS;RIT1;RAP1A;RABL3
RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629)	4/190	0.14358436459130905	0.3515341339994118	0	0	2.0266749379652604	3.933436606748817	GSK3B;JUN;FAF1;ARNT
Lys48-specific deubiquitinase activity (GO:1990380)	1/15	0.14777485872665974	0.3526727720871543	0	0	6.693974272173325	12.799316515826886	OTUD7B
heparan sulfate sulfotransferase activity (GO:0034483)	1/15	0.14777485872665974	0.3526727720871543	0	0	6.693974272173325	12.799316515826886	HS2ST1
hexose transmembrane transporter activity (GO:0015149)	1/15	0.14777485872665974	0.3526727720871543	0	0	6.693974272173325	12.799316515826886	SLC5A3
ubiquitin protein ligase binding (GO:0031625)	5/265	0.15147261121170072	0.3534565101191974	0	0	1.8141954663693793	3.4240226379266363	GSK3B;JUN;FAF1;GLMN;PRKACB
transmembrane receptor protein phosphatase activity (GO:0019198)	1/16	0.15681521223598194	0.3534565101191974	0	0	6.24739336492891	11.574465464179113	PTPRF
transmembrane receptor protein tyrosine phosphatase activity (GO:0005001)	1/16	0.15681521223598194	0.3534565101191974	0	0	6.24739336492891	11.574465464179113	PTPRF
tRNA methyltransferase activity (GO:0008175)	1/16	0.15681521223598194	0.3534565101191974	0	0	6.24739336492891	11.574465464179113	TYW3
tropomyosin binding (GO:0005523)	1/16	0.15681521223598194	0.3534565101191974	0	0	6.24739336492891	11.574465464179113	TMOD4
voltage-gated ion channel activity (GO:0005244)	1/16	0.15681521223598194	0.3534565101191974	0	0	6.24739336492891	11.574465464179113	KCNA3
potassium ion antiporter activity (GO:0022821)	1/16	0.15681521223598194	0.3534565101191974	0	0	6.24739336492891	11.574465464179113	SLC9C1
anion channel activity (GO:0005253)	2/68	0.16236437626563793	0.35935780425739766	0	0	2.845887445887446	5.173573602437388	CLCA2;LRRC8D
intracellular calcium activated chloride channel activity (GO:0005229)	1/17	0.16576011393563062	0.35935780425739766	0	0	5.856635071090047	10.525624390681912	CLCA2
intracellular chloride channel activity (GO:0061778)	1/17	0.16576011393563062	0.35935780425739766	0	0	5.856635071090047	10.525624390681912	CLCA2
alcohol dehydrogenase (NADP+) activity (GO:0008106)	1/17	0.16576011393563062	0.35935780425739766	0	0	5.856635071090047	10.525624390681912	AKR1A1
calcium-release channel activity (GO:0015278)	1/17	0.16576011393563062	0.35935780425739766	0	0	5.856635071090047	10.525624390681912	MCOLN3
oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor (GO:0016628)	1/18	0.17461056685495951	0.3728526389985602	0	0	5.511848341232228	9.619261834720568	DPYD
phosphatidylcholine transporter activity (GO:0008525)	1/18	0.17461056685495951	0.3728526389985602	0	0	5.511848341232228	9.619261834720568	ATP8B2
ubiquitin-like protein ligase binding (GO:0044389)	5/282	0.18079568401119378	0.3773651308556541	0	0	1.701372538760704	2.910006668396544	GSK3B;JUN;FAF1;GLMN;PRKACB
double-stranded RNA binding (GO:0003725)	2/73	0.18123041966682563	0.3773651308556541	0	0	2.644802146210597	4.517285092735567	TFRC;ILF2
RNA methyltransferase activity (GO:0008173)	1/19	0.18336756358478967	0.3773651308556541	0	0	5.205371248025276	8.829676548346452	TYW3
NAD-retinol dehydrogenase activity (GO:0004745)	1/19	0.18336756358478967	0.3773651308556541	0	0	5.205371248025276	8.829676548346452	AKR1A1
protein tyrosine kinase activator activity (GO:0030296)	1/19	0.18336756358478967	0.3773651308556541	0	0	5.205371248025276	8.829676548346452	PAK2
tau-protein kinase activity (GO:0050321)	1/20	0.19203208632293756	0.3875636079811772	0	0	4.931154901471689	8.13686322154003	GSK3B
zinc ion transmembrane transporter activity (GO:0005385)	1/20	0.19203208632293756	0.3875636079811772	0	0	4.931154901471689	8.13686322154003	SLC39A1
guanyl ribonucleotide binding (GO:0032561)	4/214	0.19266011943424538	0.3875636079811772	0	0	1.792857142857143	2.9525267722453488	NRAS;RIT1;RAP1A;RABL3
GTPase activity (GO:0003924)	4/216	0.19697000387443983	0.3875636079811772	0	0	1.7757619738751815	2.8850872737915885	NRAS;RIT1;RAP1A;RABL3
acetylation-dependent protein binding (GO:0140033)	1/21	0.2006051069480037	0.3875636079811772	0	0	4.68436018957346	7.525035586950905	BRDT
steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0033764)	1/21	0.2006051069480037	0.3875636079811772	0	0	4.68436018957346	7.525035586950905	HSD17B7
lysine-acetylated histone binding (GO:0070577)	1/21	0.2006051069480037	0.3875636079811772	0	0	4.68436018957346	7.525035586950905	BRDT
postsynaptic neurotransmitter receptor activity (GO:0098960)	1/21	0.2006051069480037	0.3875636079811772	0	0	4.68436018957346	7.525035586950905	ANXA9
glucose transmembrane transporter activity (GO:0005355)	1/21	0.2006051069480037	0.3875636079811772	0	0	4.68436018957346	7.525035586950905	SLC5A3
ligand-gated cation channel activity (GO:0099094)	2/80	0.20813678387325324	0.3906636499396418	0	0	2.4065934065934065	3.777292267472864	KCNJ10;KCNN3
acetylcholine receptor activity (GO:0015464)	1/22	0.2090875872916393	0.3906636499396418	0	0	4.461069735951252	6.981583223318302	ANXA9
adenylyltransferase activity (GO:0070566)	1/22	0.2090875872916393	0.3906636499396418	0	0	4.461069735951252	6.981583223318302	FLAD1
mRNA 3'-UTR AU-rich region binding (GO:0035925)	1/22	0.2090875872916393	0.3906636499396418	0	0	4.461069735951252	6.981583223318302	ELAVL4
poly(U) RNA binding (GO:0008266)	1/22	0.2090875872916393	0.3906636499396418	0	0	4.461069735951252	6.981583223318302	PABPC4
semaphorin receptor binding (GO:0030215)	1/23	0.21748047900283307	0.39848036152777155	0	0	4.258078414476519	6.496321085038281	SEMA6C
C-C chemokine receptor activity (GO:0016493)	1/23	0.21748047900283307	0.39848036152777155	0	0	4.258078414476519	6.496321085038281	ACKR3
carboxy-lyase activity (GO:0016831)	1/23	0.21748047900283307	0.39848036152777155	0	0	4.258078414476519	6.496321085038281	UROD
C-C chemokine binding (GO:0019957)	1/24	0.22578472386279025	0.40521050900987243	0	0	4.072738512260457	6.0609406423993955	ACKR3
protein phosphatase 2A binding (GO:0051721)	1/24	0.22578472386279025	0.40521050900987243	0	0	4.072738512260457	6.0609406423993955	CTTNBP2NL
gap junction channel activity (GO:0005243)	1/24	0.22578472386279025	0.40521050900987243	0	0	4.072738512260457	6.0609406423993955	GJA5
mRNA 3'-UTR binding (GO:0003730)	2/85	0.2275990396672994	0.40521050900987243	0	0	2.2610441767068274	3.3467292980698935	PABPC4;ELAVL4
wide pore channel activity (GO:0022829)	1/25	0.23400125373537595	0.40521050900987243	0	0	3.9028436018957344	5.668602471907256	GJA5
chemorepellent activity (GO:0045499)	1/25	0.23400125373537595	0.40521050900987243	0	0	3.9028436018957344	5.668602471907256	SEMA6C
poly-pyrimidine tract binding (GO:0008187)	1/25	0.23400125373537595	0.40521050900987243	0	0	3.9028436018957344	5.668602471907256	PABPC4
protein-cysteine S-palmitoyltransferase activity (GO:0019706)	1/25	0.23400125373537595	0.40521050900987243	0	0	3.9028436018957344	5.668602471907256	ZDHHC23
protein homodimerization activity (GO:0042803)	9/636	0.23445217581495398	0.40521050900987243	0	0	1.3548683621278903	1.9652415085765569	SH3GLB1;TFRC;GADD45A;STK25;DPYD;RABL3;ARNT;F11R;NECTIN3
oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616)	2/87	0.23542159854446815	0.40521050900987243	0	0	2.2076190476190476	3.1930501566440217	AKR1A1;HSD17B7
cytokine receptor activity (GO:0004896)	2/88	0.23933877339945955	0.40931667494404306	0	0	2.181838316722038	3.1197566495553315	IFNAR2;LEPR
ion gated channel activity (GO:0022839)	1/26	0.24213099081196915	0.40931667494404306	0	0	3.7465402843601896	5.3136297228557305	CLCA2
chemokine receptor activity (GO:0004950)	1/26	0.24213099081196915	0.40931667494404306	0	0	3.7465402843601896	5.3136297228557305	ACKR3
glutathione transferase activity (GO:0004364)	1/27	0.2501748475526315	0.4204121698517594	0	0	3.6022602989427632	4.991274634727798	MGST3
sodium ion transmembrane transporter activity (GO:0015081)	1/28	0.2581337269097328	0.4312351673080242	0	0	3.468667719852554	4.69753867220848	SLC9C1
palmitoyltransferase activity (GO:0016409)	1/29	0.26600852243919487	0.44179193200427685	0	0	3.3446174678402167	4.4290325263742965	ZDHHC23
solute:sodium symporter activity (GO:0015370)	1/30	0.27380011823586736	0.4468921470056686	0	0	3.2291224056218337	4.182866099809307	SLC5A3
transition metal ion transmembrane transporter activity (GO:0046915)	1/30	0.27380011823586736	0.4468921470056686	0	0	3.2291224056218337	4.182866099809307	SLC39A1
WW domain binding (GO:0050699)	1/30	0.27380011823586736	0.4468921470056686	0	0	3.2291224056218337	4.182866099809307	FAM189B
cysteine-type peptidase activity (GO:0008234)	2/98	0.27860842575369377	0.45118112717639425	0	0	1.9535714285714285	2.4965626509659486	USP16;OTUD7B
alpha-tubulin binding (GO:0043014)	1/31	0.2815093892654292	0.45118112717639425	0	0	3.1213270142180094	3.9565612792219875	TTLL7
small GTPase binding (GO:0031267)	3/175	0.2837483215344492	0.45118112717639425	0	0	1.6370312673862246	2.062115289459487	EVI5;PAK2;SOD1
GTPase activator activity (GO:0005096)	5/336	0.2850506469910261	0.45118112717639425	0	0	1.4198666024490272	1.782058110461565	VAV3;JUN;RAP1A;SMAP2;EVI5
SH2 domain binding (GO:0042169)	1/32	0.2891372012186752	0.45118112717639425	0	0	3.020486164195077	3.747982214414636	SLAMF1
amino acid binding (GO:0016597)	1/32	0.2891372012186752	0.45118112717639425	0	0	3.020486164195077	3.747982214414636	DDAH1
beta-tubulin binding (GO:0048487)	1/32	0.2891372012186752	0.45118112717639425	0	0	3.020486164195077	3.747982214414636	TTLL7
chemokine binding (GO:0019956)	1/32	0.2891372012186752	0.45118112717639425	0	0	3.020486164195077	3.747982214414636	ACKR3
protein kinase binding (GO:0019901)	7/506	0.29084263238549257	0.45136233659825076	0	0	1.3199374358473044	1.630087016116175	IFNAR2;GSK3B;DLG1;TFRC;FAF1;PAK2;CKS1B
nucleosomal DNA binding (GO:0031492)	1/33	0.2966844107704781	0.4554506630206258	0	0	2.925947867298578	3.555279153810054	GATAD2B
delayed rectifier potassium channel activity (GO:0005251)	1/33	0.2966844107704781	0.4554506630206258	0	0	2.925947867298578	3.555279153810054	KCNA3
frizzled binding (GO:0005109)	1/34	0.30415186571641417	0.4603826678461961	0	0	2.837139164153382	3.3768428817219376	WNT2B
